,Planet Name,Noise Estimate 1.95-1.989um,Full Phase Curve Noise Estimate 1.95-1.989um,Noise Estimate 1.989-2.028um,Full Phase Curve Noise Estimate 1.989-2.028um,Noise Estimate 2.028-2.067um,Full Phase Curve Noise Estimate 2.028-2.067um,Noise Estimate 2.067-2.106um,Full Phase Curve Noise Estimate 2.067-2.106um,Noise Estimate 2.106-2.145um,Full Phase Curve Noise Estimate 2.106-2.145um,Noise Estimate 2.145-2.184um,Full Phase Curve Noise Estimate 2.145-2.184um,Noise Estimate 2.184-2.223um,Full Phase Curve Noise Estimate 2.184-2.223um,Noise Estimate 2.223-2.262um,Full Phase Curve Noise Estimate 2.223-2.262um,Noise Estimate 2.262-2.301um,Full Phase Curve Noise Estimate 2.262-2.301um,Noise Estimate 2.301-2.34um,Full Phase Curve Noise Estimate 2.301-2.34um,Noise Estimate 2.34-2.379um,Full Phase Curve Noise Estimate 2.34-2.379um,Noise Estimate 2.379-2.418um,Full Phase Curve Noise Estimate 2.379-2.418um,Noise Estimate 2.418-2.457um,Full Phase Curve Noise Estimate 2.418-2.457um,Noise Estimate 2.457-2.496um,Full Phase Curve Noise Estimate 2.457-2.496um,Noise Estimate 2.496-2.535um,Full Phase Curve Noise Estimate 2.496-2.535um,Noise Estimate 2.535-2.574um,Full Phase Curve Noise Estimate 2.535-2.574um,Noise Estimate 2.574-2.613um,Full Phase Curve Noise Estimate 2.574-2.613um,Noise Estimate 2.613-2.652um,Full Phase Curve Noise Estimate 2.613-2.652um,Noise Estimate 2.652-2.691um,Full Phase Curve Noise Estimate 2.652-2.691um,Noise Estimate 2.691-2.73um,Full Phase Curve Noise Estimate 2.691-2.73um,Noise Estimate 2.73-2.769um,Full Phase Curve Noise Estimate 2.73-2.769um,Noise Estimate 2.769-2.808um,Full Phase Curve Noise Estimate 2.769-2.808um,Noise Estimate 2.808-2.847um,Full Phase Curve Noise Estimate 2.808-2.847um,Noise Estimate 2.847-2.886um,Full Phase Curve Noise Estimate 2.847-2.886um,Noise Estimate 2.886-2.925um,Full Phase Curve Noise Estimate 2.886-2.925um,Noise Estimate 2.925-2.964um,Full Phase Curve Noise Estimate 2.925-2.964um,Noise Estimate 2.964-3.003um,Full Phase Curve Noise Estimate 2.964-3.003um,Noise Estimate 3.003-3.042um,Full Phase Curve Noise Estimate 3.003-3.042um,Noise Estimate 3.042-3.081um,Full Phase Curve Noise Estimate 3.042-3.081um,Noise Estimate 3.081-3.12um,Full Phase Curve Noise Estimate 3.081-3.12um,Noise Estimate 3.12-3.159um,Full Phase Curve Noise Estimate 3.12-3.159um,Noise Estimate 3.159-3.198um,Full Phase Curve Noise Estimate 3.159-3.198um,Noise Estimate 3.198-3.237um,Full Phase Curve Noise Estimate 3.198-3.237um,Noise Estimate 3.237-3.276um,Full Phase Curve Noise Estimate 3.237-3.276um,Noise Estimate 3.276-3.315um,Full Phase Curve Noise Estimate 3.276-3.315um,Noise Estimate 3.315-3.354um,Full Phase Curve Noise Estimate 3.315-3.354um,Noise Estimate 3.354-3.393um,Full Phase Curve Noise Estimate 3.354-3.393um,Noise Estimate 3.393-3.432um,Full Phase Curve Noise Estimate 3.393-3.432um,Noise Estimate 3.432-3.471um,Full Phase Curve Noise Estimate 3.432-3.471um,Noise Estimate 3.471-3.51um,Full Phase Curve Noise Estimate 3.471-3.51um,Noise Estimate 3.51-3.549um,Full Phase Curve Noise Estimate 3.51-3.549um,Noise Estimate 3.549-3.588um,Full Phase Curve Noise Estimate 3.549-3.588um,Noise Estimate 3.588-3.627um,Full Phase Curve Noise Estimate 3.588-3.627um,Noise Estimate 3.627-3.666um,Full Phase Curve Noise Estimate 3.627-3.666um,Noise Estimate 3.666-3.705um,Full Phase Curve Noise Estimate 3.666-3.705um,Noise Estimate 3.705-3.744um,Full Phase Curve Noise Estimate 3.705-3.744um,Noise Estimate 3.744-3.783um,Full Phase Curve Noise Estimate 3.744-3.783um,Noise Estimate 3.783-3.822um,Full Phase Curve Noise Estimate 3.783-3.822um,Noise Estimate 3.822-3.861um,Full Phase Curve Noise Estimate 3.822-3.861um,Noise Estimate 3.861-3.9um,Full Phase Curve Noise Estimate 3.861-3.9um
172,KELT-24b,3.223237408184961e-05,9.576624504265183e-06,3.298154571736614e-05,9.799212372734608e-06,3.3737910290472055e-05,1.0023937349137852e-05,3.4501365276284494e-05,1.0250768972103904e-05,3.527181351012821e-05,1.047967837284365e-05,3.604916272697352e-05,1.071063813831138e-05,3.6833325152043946e-05,1.0943622189569406e-05,3.7624217135869375e-05,1.1178605673357978e-05,3.8421758828068026e-05,1.1415564865172012e-05,3.922587388495537e-05,1.165447708238819e-05,4.003648920681314e-05,1.1895320606204432e-05,4.085353470121803e-05,1.2138074611322018e-05,4.1676943069328005e-05,1.2382719102448702e-05,4.2506649612464e-05,1.2629234856831798e-05,4.3342592056656786e-05,1.2877603372128969e-05,4.418471039315027e-05,1.3127806819019833e-05,4.5032946733104325e-05,1.3379827998036442e-05,4.588724517496381e-05,1.3633650300157034e-05,4.674755168315341e-05,1.3889257670764796e-05,4.761381397691257e-05,1.414663457661941e-05,4.8485981428247706e-05,1.4405765975537428e-05,4.936400496807196e-05,1.4666637288505265e-05,5.024783699973073e-05,1.4929234373986602e-05,5.113743131920744e-05,1.5193543504214558e-05,5.2032743041352086e-05,1.5459551343273315e-05,5.293372853159035e-05,1.572724492680807e-05,5.384034534260034e-05,1.599661164321095e-05,5.475255215550043e-05,1.626763921614719e-05,5.567030872516382e-05,1.6540315688307453e-05,5.659357582928436e-05,1.6814629406274684e-05,5.752231522087863e-05,1.7090569006411874e-05,5.845648958393128e-05,1.7368123401683807e-05,5.9396062491922565e-05,1.7647281769335036e-05,6.034099836900402e-05,1.7928033539354774e-05,6.129126245360067e-05,1.8210368383662625e-05,6.22468207642643e-05,1.8494276205963208e-05,6.320764006758305e-05,1.877974713221169e-05,6.417368784799705e-05,1.906677150164569e-05,6.514493227938833e-05,1.935533985834426e-05,6.612134219828533e-05,1.9645442943266635e-05,6.710288707859077e-05,1.9937071686743593e-05,6.808953700771162e-05,2.0230217201385378e-05,6.908126266398175e-05,2.0524870775373684e-05,7.007803529530805e-05,2.0821023866117178e-05,7.107982669893616e-05,2.1118668094239657e-05,7.208660920227217e-05,2.1417795237881936e-05,7.309835564467876e-05,2.1718397227293265e-05,7.411503936019227e-05,2.2020466139696364e-05,7.513663416109803e-05,2.2323994194407453e-05,7.616311432229509e-05,2.2628973748190842e-05
173,HATS-35b,0.00021901328922059832,9.19540111503939e-05,0.00022404862690281703,9.406812714319274e-05,0.0002291327277076995,9.620271661840489e-05,0.00023426487073144588,9.835747690035132e-05,0.00023944437392802652,0.0001005321216280151,0.0002446705907134043,0.00010272637932930442,0.00024994290695068986,0.00010493999215525236,0.0002552607382658541,0.000107172714753003,0.0002606235276512016,0.00010942431325961583,0.0002660307433199566,0.00011169456440130096,0.00027148187678080915,0.00011398325468500625,0.00027697644110554414,0.00011629017967107107,0.00028251396936660996,0.00011861514331723037,0.0002880940132247714,0.0001209579573856326,0.00029371614164949586,0.00012331844090558624,0.00029937993975711653,0.00012569641968575586,0.00030508500775370585,0.00012809172587032133,0.00031083095997126476,0.00013050419753431636,0.00031661742398727063,0.0001329336783139654,0.00032244403981879243,0.0001353800170683282,0.00032831045918357756,0.00013784306756906285,0.000334216344821234,0.0001403226882154201,0.0003401613698685673,0.000142818741771975,0.00034614521728384685,0.00014533109512690156,0.0003521675793151561,0.00014785961906875665,0.0003582281570088072,0.00015040418808008499,0.00036432665975404246,0.00015296468014625925,0.0003704628048606571,0.00015554097657814264,0.0003766363171667039,0.00015813296184738143,0.00038284692867352236,0.00016074052343316962,0.00038909437820577023,0.00016336355167951137,0.00039537841109430687,0.00016600193966207765,0.0004016987788800065,0.0001686555830638505,0.00040805523903678705,0.00017132438005883514,0.00041444755471223044,0.00017400823120315774,0.00042087549448449976,0.0001767070393330058,0.0004273388321341388,0.0001794207094688168,0.00043383734642964974,0.00018214914872525164,0.0004403708209258773,0.00018489226622654537,0.00044693904377405045,0.0001876499730267516,0.00045354180754279854,0.00019042218203459558,0.00046017890904926544,0.0001932088079425661,0.0004668501491995279,0.00019600976715991434,0.00047355533283780264,0.00019882497774934265,0.0004802942686036985,0.00020165435936707096,0.00048706676879704217,0.00020449783320608308,0.0004938726492496925,0.00020735532194230723,0.000500711729203947,0.00021022674968356416,0.0005075838311970905,0.00021311204192109436,0.0005144887809515907,0.00021601112548345623
174,WASP-94Ab,8.634981054827811e-05,2.6436334699887376e-05,8.83207212068366e-05,2.7039736762988566e-05,9.031083503589166e-05,2.7649017952393826e-05,9.231986113193522e-05,2.8264089206848067e-05,9.434752457816852e-05,2.8884866359490238e-05,9.639356503272293e-05,2.9511269705631556e-05,9.845773547619475e-05,3.0143223619308372e-05,0.00010053980109734327,3.078065621213424e-05,0.00010263953829899207,3.142349902895266e-05,0.00010475673380876489,3.20716867755854e-05,0.00010689118388159451,3.272515707467743e-05,0.00010904269358274376,3.338385024619094e-05,0.00011121107614164751,3.4047709109581595e-05,0.00011339615236826308,3.4716678805111836e-05,0.00011559775012467053,3.539070663207931e-05,0.00011781570384566885,3.606974190204541e-05,0.00012004985410290613,3.675373580539211e-05,0.0001223000472077836,3.744264128974937e-05,0.00012456613484897582,3.81364129490206e-05,0.00012684797376089839,3.8835006921882714e-05,0.0001291454254199536,3.95383807987905e-05,0.0001314583557656875,4.0246493536607816e-05,0.00013378663494438377,4.095930538010781e-05,0.00013613013707291437,4.167677778967488e-05,0.00013848874002083411,4.239887337459207e-05,0.00014086232520904273,4.312555583140066e-05,0.00014325077742344424,4.385678988685122e-05,0.00014565398464220608,4.4592541245018384e-05,0.00014807183787543518,4.5332776538217e-05,0.00015050423101612808,4.607746328136991e-05,0.0001529510607014298,4.682656982953183e-05,0.0001554122261833096,4.758006533829623e-05,0.00015788762920785653,4.8337919726841156e-05,0.00016037717390248333,4.910010364339632e-05,0.0001628807666703677,4.986658843292582e-05,0.00016539831609159198,5.063734610686167e-05,0.00016792973283039794,5.141234931470955e-05,0.0001704749295480999,5.219157131738672e-05,0.00017303382082125153,5.2974985962168556e-05,0.00017560632306459596,5.376256765909934e-05,0.00017819235445851262,5.455429135877988e-05,0.00018079183488060142,5.535013253142174e-05,0.00018340468584107655,5.6150067147067755e-05,0.00018603083042175602,5.695407165691346e-05,0.00018867019321834158,5.7762122975635866e-05,0.00019132270028579337,5.8574198464669705e-05,0.00019398827908656034,5.9390275916357936e-05,0.00019666685844150128,6.021033353892604e-05,0.0001993583684833113,6.1034349942223364e-05,0.00020206274061225314,6.186230412417009e-05
175,HAT-P-24b,0.00017425241170793008,6.0603934275327515e-05,0.00017827434368307874,6.200273787691149e-05,0.00018233510180374766,6.341504497694472e-05,0.00018643411955580509,6.484065854524051e-05,0.00019057086063467918,6.62793920583143e-05,0.00019474481632088147,6.773106858660664e-05,0.00019895550314895507,6.919551998375735e-05,0.00020320246083112877,7.067258616446514e-05,0.0002074852504027768,7.216211445948961e-05,0.00021180345256149652,7.36639590379926e-05,0.0002161566661758438,7.517798038888538e-05,0.00022054450694304324,7.670404485398831e-05,0.00022496660617785826,7.824202420680725e-05,0.00022942260971733897,7.979179527161155e-05,0.00023391217692808158,8.135323957816475e-05,0.00023843497980447994,8.2926243048102e-05,0.00024299070214790184,8.451069570945255e-05,0.00024757903881800555,8.610649143625217e-05,0.00025219969504852285,8.771352771057656e-05,0.0002568523858207256,8.933170540463694e-05,0.00026153683528872175,9.096092858090136e-05,0.00026625277625126956,9.2601104308395e-05,0.00027099994966552933,9.42521424935858e-05,0.0002757781041987176,9.591395572445266e-05,0.0002805869958139205,9.758645912643381e-05,0.0002854263873869641,9.92695702291765e-05,0.0002902960483514213,0.00010096320884307271,0.0002951957543691546,0.00010266729694467585,0.00030012528702420084,0.00010438175857023572,0.0003050844335378641,0.0001061065197166095,0.0003100729865032219,0.00010784150824892474,0.0003150907436373802,0.00010958665381441509,0.00032013750754999125,0.00011134188776191201,0.00032521308552670413,0.00011310714306653061,0.0003303172893262938,0.00011488235425911193,0.000335449934990465,0.00011666745736007421,0.00034061084266523347,0.00011846238981729005,0.0003457998364330303,0.0001202670904476936,0.0003510167441547773,0.00012208149938235522,0.0003562613973210387,0.00012390555801471291,0.00036153363091172443,0.00012573920895177798,0.0003668332832636613,0.0001275823959680771,0.00037216019594541605,0.0001294350639621166,0.0003775142136389741,0.00013129715891523088,0.00038289518402769143,0.000133168627852613,0.00038830295769015714,0.00013504941880640044,0.0003937373879995098,0.00013693948078065814,0.0003991983310279017,0.00013883876371815167,0.00040468564545576035,0.00014074721846878894,0.00041019919248546044,0.00014266479675959583
176,WASP-31b,0.00018400742588865315,6.022002925835072e-05,0.00018823794326356899,6.160454881708613e-05,0.00019250942973543584,6.300247631414336e-05,0.00019682127962569886,6.441361352936847e-05,0.0002011729199027639,6.583777292696393e-05,0.00020556380732898223,6.727477672178359e-05,0.00020999342592768148,6.872445605036906e-05,0.00021446128472792005,7.018665023287644e-05,0.0002189669157510077,7.166120611412581e-05,0.00022350987220800254,7.314797747369686e-05,0.00022808972688201126,7.464682449650501e-05,0.00023270607067271047,7.615761329646753e-05,0.00023735851128364553,7.768021548689645e-05,0.00024204667203562565,7.92145077921588e-05,0.00024677019079163585,8.076037169583316e-05,0.00025152871898070196,8.231769312125026e-05,0.00025632192070972927,8.388636214082487e-05,0.00026114947195374195,8.546627271104583e-05,0.0002660110598161575,8.70573224303863e-05,0.0002709063818517099,8.865941231771727e-05,0.0002758351454456404,9.027244660913546e-05,0.00028079706724337813,9.189633257131522e-05,0.0002857918726257197,9.353098032975073e-05,0.0002908192952251174,9.517630271045196e-05,0.00029587907647900556,9.683221509376185e-05,0.0003009709652167874,9.849863527918983e-05,0.0003060947172773089,0.00010017548336022243,0.0003112500951539917,0.00010186268160818638,0.00031643686766524056,0.00010356015436438277,0.00032165480964780696,0.00010526782793973441,0.0003269037016711595,0.00010698563052130786,0.00033218332977105346,0.00010871349208511895,0.00033749348520068466,0.00011045134431469301,0.00034283396419798823,0.0001121991205249088,0.00034820456776771627,0.00011395675559067909,0.00035360510147720836,0.00011572418588011273,0.0003590353752646651,0.00011750134919176831,0.0003644952032589981,0.00011928818469569659,0.00036998440361043925,0.00012108463287800401,0.00037550279833094426,0.00012289063548862164,0.00038105021314381636,0.0001247061354920917,0.0003866264773418148,0.00012653107702113064,0.0003922314236530789,0.0001283654053327503,0.0003978648881144382,0.00013020906676679603,0.00040352670995147974,0.00013206200870669648,0.00040921673146497963,0.0001339241795422961,0.00041493479792320586,0.00013579552863460907,0.0004206807574597594,0.00013767600628238584,0.00042645446097657624,0.00013956556369036866,0.00043225576205167376,0.00014146415293909972
177,WASP-183b,0.0003289358423381862,7.904617716918139e-05,0.000336006897290521,8.074541389134015e-05,0.00034315111315972533,8.246223182555421e-05,0.0003503671393657361,8.419630641555083e-05,0.00035765371011352813,8.594733347964794e-05,0.0003650096363855545,8.771502728646703e-05,0.00037243379887309705,8.94991188562745e-05,0.0003799251417185594,9.129935445719963e-05,0.00038748266696042274,9.311549427030851e-05,0.0003951054295886675,9.494731120137851e-05,0.0004027925331324053,9.679458982056715e-05,0.0004105431257126056,9.865712541384789e-05,0.00041835639650236706,0.000100534723132382,0.0004262315725454173,0.00010242719722797608,0.0004341679158900726,0.00010433437036434746,0.00044216472100182686,0.0001062560729953464,0.00045022131242255674,0.00010819214280244258,0.0004583370426485263,0.00011014242418479106,0.0004665112902029599,0.00011210676779605429,0.00047474345788192337,0.0001140850301228722,0.0004830329711550947,0.00011607707310055325,0.0004913792767049757,0.00011808276376203403,0.0004997818410902761,0.00012010197391667885,0.00050824014952093,0.00012213457985590527,0.0005167537047333574,0.00012418046208289972,0.0005253220259563088,0.0001262395050641007,0.0005339446479584301,0.00012831159700032034,0.0005426211201696772,0.00013039662961561248,0.0005513510058698196,0.00013249449796226318,0.0005601338814376865,0.00013460510024037762,0.0005689693356557037,0.0001367283376307546,0.000577856969064753,0.00013886411413985316,0.0005867963933649098,0.00014101233645578485,0.0005957872308581029,0.00014317291381437986,0.0006048291139290218,0.00014534575787444447,0.0006139216845612154,0.00014753078260147534,0.0006230645938852728,0.00014972790415908343,0.0006322575017565369,0.00015193704080751475,0.0006415000763600875,0.00015415811280872433,0.00065079199384056,0.00015639104233741854,0.0006601329379551172,0.00015863575339766106,0.0006695225997476798,0.0001608921717445875,0.0006789606772426955,0.0001631602248108157,0.000688446875157197,0.00016543984163725042,0.0006979809046295992,0.00016773095280791112,0.000707562482964138,0.00017003349038851825,0.0007171913333897201,0.0001723473878685429,0.0007268671848322647,0.00017467258010649825,0.0007365897716995669,0.0001770090032782406,0.0007463588336776832,0.00017935659482803883
178,HAT-P-66b,0.0002571120398411096,0.00010444690068604499,0.0002629222158239487,0.00010680717472931055,0.00026878950361077295,0.00010919064936218108,0.00027471300853034835,0.00011159696114139815,0.0002806918863442932,0.0001140257671110953,0.0002867253387331237,0.00011647674296908931,0.00029281260929557644,0.00011894958144168087,0.00029895297999271746,0.00012144399083914094,0.0003051457679787147,0.00012395969376827214,0.00031139032276858984,0.00012649642598186166,0.00031768602370072885,0.00012905393534787398,0.00032403227765778807,0.0001316319809236121,0.00033042851701472646,0.00013423033212214472,0.0003368741977871413,0.00013684876796010243,0.0003433687979565246,0.00013948707637734478,0.0003499118159522858,0.00014214505362031092,0.0003565027692729646,0.0001448225036819133,0.0003631411932313177,0.00014751923779175296,0.00036982663980991216,0.0001502350739512258,0.0003765586766154423,0.00015296983650873395,0.0003833368859215838,0.000155723355770863,0.00039016086379119685,0.0001584954676457939,0.00039703021926993786,0.0001612860133157228,0.0004039445736442861,0.0001640948389354486,0.00041090355975755433,0.00016692179535451507,0.0004179068213784996,0.00016976673786072091,0.0004249540126175213,0.00017262952594296137,0.0004320447973859801,0.00017551002307158677,0.0004391788488948494,0.0001784080964947391,0.00044635584918905946,0.00018132361704918817,0.00045357548871444853,0.00018425645898441357,0.00046083746591447895,0.00018720649979877852,0.0004681414868541775,0.00019017362008676245,0.0004754872648690324,0.00019315770339633215,0.000482874520236717,0.00019615863609558583,0.0004903029798699138,0.00019917630724796862,0.0004977723770284,0.00020221060849531257,0.0005052824510489328,0.00020526143394810812,0.0005128329470916477,0.00020832868008248276,0.0005204236159014906,0.0002114122456432876,0.0005280542135837604,0.00021451203155291562,0.0005357245013926277,0.00021762794082539168,0.000543434245531601,0.00022075987848531537,0.0005511832169652472,0.0002239077514913761,0.0005589711912412136,0.0002270714686640531,0.0005667979483219268,0.00023025094061724608,0.0005746632724252166,0.00023344607969353186,0.0005825669518733406,0.0002366567999028332,0.000590508778949826,0.0002398830168642638,0.0005984885497635002,0.0002431246477508932
179,WASP-63b,0.00010375058225644941,3.0310726224779826e-05,0.00010602378410798215,3.097484200588609e-05,0.00010832001960972023,3.164568706648309e-05,0.00011063888896926889,3.232314460724732e-05,0.00011298001656867169,3.300710489141587e-05,0.00011534304872243963,3.369746458979491e-05,0.00011772765169571664,3.439412620176676e-05,0.00012013350994738686,3.509699754201381e-05,0.00012256032456831224,3.5805991284249794e-05,0.0001250078118892836,3.652102455453268e-05,0.0001274757022370995,3.7242018567853256e-05,0.00012996373882023546,3.796889830258345e-05,0.00013247167672819022,3.8701592208135376e-05,0.00013499928203086826,3.944003194184601e-05,0.0001375463309661469,4.018415213162498e-05,0.00014011260920541923,4.093389016138296e-05,0.00014269791118822815,4.168918597664505e-05,0.00014530203951826438,4.244998190809164e-05,0.00014792480441399236,4.321622251105878e-05,0.0001505660232079852,4.3987854419268956e-05,0.0001532255198898431,4.4764826211294666e-05,0.00015590312468810342,4.554708828841357e-05,0.00015859867368716438,4.633459276269267e-05,0.00016131200847572193,4.712729335427924e-05,0.00016404297582352974,4.7925145296966244e-05,0.00016679142738378606,4.872810525124467e-05,0.00016955721941866266,4.953613122411683e-05,0.00017234021254576654,5.0349182495025204e-05,0.00017514027150364455,5.116721954734456e-05,0.00017795726493454248,5.199020400491508e-05,0.00018079106518289055,5.2818098573169926e-05,0.00018364154810811533,5.365086698444819e-05,0.00018650859291052856,5.448847394712838e-05,0.00018939208196917814,5.533088509825656e-05,0.0001922919006906212,5.6178066959365464e-05,0.00019520793736776468,5.702998689523473e-05,0.0001981400830478854,5.788661307533297e-05,0.0002010882314091143,5.874791443773267e-05,0.00020405227864474628,5.961386065531133e-05,0.00020703212335467815,6.0484422104035046e-05,0.00021002766644350626,6.135956983318772e-05,0.00021303881102474265,6.223927553738787e-05,0.00021606546233065798,6.31235115302492e-05,0.00021910752762740253,6.40122507195832e-05,0.00022216491613495927,6.49054665840135e-05,0.00022523753895161878,6.580313315091115e-05,0.00022832530898262335,6.670522497554802e-05,0.00023142814087272033,6.761171712139233e-05,0.0002345459509423481,6.85225851414653e-05,0.00023767865712716286,6.94378050606739e-05
180,HAT-P-33b,0.0001290392591711177,4.1855979962299735e-05,0.00013202894988477562,4.2825734712971354e-05,0.0001350474156706244,4.3804823125760785e-05,0.00013809424198015774,4.479311073512564e-05,0.00014116903613664702,4.5790470169989923e-05,0.00014427142544622457,4.6796780541043214e-05,0.00014740105551944366,4.7811926896311433e-05,0.00015055758877560423,4.883579973601044e-05,0.00015374070310628858,4.986829457904232e-05,0.00015695009067792014,5.090931157458573e-05,0.00016018545685618193,5.195875515321361e-05,0.00016344651923747385,5.3016533712730595e-05,0.00016673300677464,5.40825593345885e-05,0.00017004465898600964,5.515674752732588e-05,0.0001733812252381659,5.6239016993922425e-05,0.00017674246409417988,5.7329289420388066e-05,0.0001801281427200844,5.8427489283243175e-05,0.0001835380363432851,5.9533543673845304e-05,0.00018697192775739724,6.064738213777507e-05,0.00019042960686863883,6.176893652770125e-05,0.0001939108702795744,6.289814086836148e-05,0.00019741552090639315,6.403493123242008e-05,0.00020094336762642887,6.517924562613546e-05,0.00020449422495302298,6.633102388389668e-05,0.000208067912735035,6.749020757075475e-05,0.00021166425587877338,6.865673989222641e-05,0.0002152830840902425,6.983056561068776e-05,0.00021892423163583509,7.101163096775091e-05,0.0002225875371198911,7.219988361211165e-05,0.00022627284327758612,7.339527253236939e-05,0.00022997999678185668,7.459774799440032e-05,0.00023370884806316305,7.580726148289445e-05,0.00023745925114101858,7.702376564670944e-05,0.00024123106346632793,7.824721424773056e-05,0.0002450241457736274,7.947756211294222e-05,0.0002488383619425063,8.071476508947798e-05,0.0002526735788674154,8.195878000239059e-05,0.0002565296663352463,8.320956461494305e-05,0.00026040649691014115,8.446707759124471e-05,0.0002643039458248833,8.57312784610219e-05,0.00026822189087849073,8.700212758640103e-05,0.0002721602123395223,8.827958613054407e-05,0.00027611879285464435,8.956361602799085e-05,0.0002800975173621782,9.085417995661671e-05,0.0002840962730102036,9.215124131106802e-05,0.00028811494907895644,9.345476417759064e-05,0.0002921534369071909,9.476471331014431e-05,0.00029621162982228477,9.608105410773109e-05,0.0003002894230738331,9.740375259285546e-05,0.00030438671377045124,9.873277539102533e-05
181,WASP-48b,0.0001802280719034776,7.210861858995005e-05,0.00018427993019711573,7.372975286271169e-05,0.00018837180593008705,7.53668979724054e-05,0.0001925030613240691,7.701979874616424e-05,0.00019667309500666374,7.868821457700386e-05,0.00020088133873160768,8.037191811159002e-05,0.00020512725447330486,8.207069408777134e-05,0.0002094103318456064,8.378433830184217e-05,0.00021373008580236063,8.551265668854078e-05,0.00021808605458343715,8.725546449926071e-05,0.0002224777978753845,8.901258556613648e-05,0.00022690489516017555,9.078385164138236e-05,0.00023136694422921827,9.256910180275323e-05,0.00023586355984305755,9.43681819172961e-05,0.00024039437251971516,9.618094415656916e-05,0.00024495902743697115,9.800724655744837e-05,0.00024955718343577316,9.984695262339506e-05,0.00025418851211361364,0.00010169993096171935,0.00025885269699813527,0.00010356605495294256,0.00026354943279238615,0.00010544520244882647,0.0002682784246843032,0.00010733725549610002,0.0002730393877137427,0.00010924210008321054,0.00027783204619127584,0.00011115962590778583,0.00028265613316366293,0.00011308972616277221,0.0002875113899213319,0.00011503229733937853,0.0002923975655439454,0.0001169872390452591,0.0002973144164804127,0.00011895445383647785,0.0003022617061601055,0.00012093384706195731,0.00030723920463252127,0.00012292532671930896,0.00031224668823275433,0.00012492880332098962,0.000317283939270535,0.0001269441897698869,0.0003223507457407728,0.0001289714012435087,0.0003274469010537622,0.00013101035508603946,0.0003325722037834063,0.00013306097070760515,0.0003377264574319135,0.00013512316949012952,0.00034290947020971694,0.00013719687469928042,0.00034812105482928305,0.00013928201140197348,0.000353361028311754,0.00014137850638901026,0.00035862921180548603,0.00014348628810247633,0.0003639254304154205,0.0001456052865674729,0.00036924951304261337,0.00014773543332791337,0.0003746012922331052,0.00014987666138605675,0.00037998060403538885,0.0001520289051454808,0.0003853872878659707,0.00015419210035729373,0.0003908211863823396,0.0001563661840693094,0.00039628214536289004,0.00015855109457800512,0.0004017700135932593,0.00016074677138304538,0.00040728464275869604,0.0001629531551442192,0.00041282588734204253,0.00016517018764062268,0.0004183936045268767,0.00016739781173190707
182,HD219134b,1.2014690026774438e-05,2.318451436675045e-06,1.2257431034452717e-05,2.3652926982254882e-06,1.2502886821569602e-05,2.4126578254999476e-06,1.275099692073835e-05,2.460535150224055e-06,1.3001705048913384e-05,2.5089138115676443e-06,1.3254958693701255e-05,2.557783676315979e-06,1.3510708749514521e-05,2.607135268659071e-06,1.3768909196638794e-05,2.656959708261873e-06,1.402951681736608e-05,2.7072486554870767e-06,1.4292490944234769e-05,2.7579942628134738e-06,1.4557793236173068e-05,2.8091891316387884e-06,1.4825387478955078e-05,2.8608262737740713e-06,1.5095239406898725e-05,2.912899077037099e-06,1.5367316543178378e-05,2.965401274437803e-06,1.5641588056483555e-05,3.0183269165179875e-06,1.5918024632072755e-05,3.0716703464688293e-06,1.619659835553213e-05,3.1254261777000153e-06,1.6477282607773627e-05,3.179589273577743e-06,1.6760051969999317e-05,3.234154729085865e-06,1.704488213751882e-05,3.2891178541954077e-06,1.733174984145454e-05,3.3444741587561836e-06,1.762063277747955e-05,3.4002193387454755e-06,1.7911509540844747e-05,3.456349263730355e-06,1.8204359567042855e-05,3.5128599654177298e-06,1.8499163077523318e-05,3.569747627179052e-06,1.8795901029955483e-05,3.627008574452701e-06,1.9094555072584776e-05,3.6846392659361818e-06,1.9395107502278692e-05,3.742636285490344e-06,1.9697541225912904e-05,3.8009963346881314e-06,2.000183972477526e-05,3.859716225945692e-06,2.0307987021708218e-05,3.918792876181916e-06,2.0615967650736806e-05,3.978223300957603e-06,2.092576662895655e-05,4.038004609050729e-06,2.123736943048025e-05,4.098133997429011e-06,2.1550761962259078e-05,4.158608746584144e-06,2.1865930541621275e-05,4.219426216197489e-06,2.218286187537469e-05,4.280583841107535e-06,2.2501543040343938e-05,4.342079127554187e-06,2.2821961465226994e-05,4.4039096496776705e-06,2.3144104913653483e-05,4.466073046249323e-06,2.3467961468356778e-05,4.52856701761731e-06,2.3793519516367213e-05,4.591389322849395e-06,2.4120767735142478e-05,4.654537777056545e-06,2.4449695079570025e-05,4.718010248884808e-06,2.478029076976781e-05,4.78180465816125e-06,2.511254427962736e-05,4.845918973683129e-06,2.5446445326040085e-05,4.910351211138923e-06,2.5781983858760303e-05,4.9750994311522095e-06,2.6119150050857714e-05,5.0401617374393035e-06,2.6457934289712298e-05,5.105536275071561e-06
