,Planet Name,Full Phase Curve Noise Estimate 1.95-1.989um,Full Phase Curve Noise Estimate 1.989-2.028um,Full Phase Curve Noise Estimate 2.028-2.067um,Full Phase Curve Noise Estimate 2.067-2.106um,Full Phase Curve Noise Estimate 2.106-2.145um,Full Phase Curve Noise Estimate 2.145-2.184um,Full Phase Curve Noise Estimate 2.184-2.223um,Full Phase Curve Noise Estimate 2.223-2.262um,Full Phase Curve Noise Estimate 2.262-2.301um,Full Phase Curve Noise Estimate 2.301-2.34um,Full Phase Curve Noise Estimate 2.34-2.379um,Full Phase Curve Noise Estimate 2.379-2.418um,Full Phase Curve Noise Estimate 2.418-2.457um,Full Phase Curve Noise Estimate 2.457-2.496um,Full Phase Curve Noise Estimate 2.496-2.535um,Full Phase Curve Noise Estimate 2.535-2.574um,Full Phase Curve Noise Estimate 2.574-2.613um,Full Phase Curve Noise Estimate 2.613-2.652um,Full Phase Curve Noise Estimate 2.652-2.691um,Full Phase Curve Noise Estimate 2.691-2.73um,Full Phase Curve Noise Estimate 2.73-2.769um,Full Phase Curve Noise Estimate 2.769-2.808um,Full Phase Curve Noise Estimate 2.808-2.847um,Full Phase Curve Noise Estimate 2.847-2.886um,Full Phase Curve Noise Estimate 2.886-2.925um,Full Phase Curve Noise Estimate 2.925-2.964um,Full Phase Curve Noise Estimate 2.964-3.003um,Full Phase Curve Noise Estimate 3.003-3.042um,Full Phase Curve Noise Estimate 3.042-3.081um,Full Phase Curve Noise Estimate 3.081-3.12um,Full Phase Curve Noise Estimate 3.12-3.159um,Full Phase Curve Noise Estimate 3.159-3.198um,Full Phase Curve Noise Estimate 3.198-3.237um,Full Phase Curve Noise Estimate 3.237-3.276um,Full Phase Curve Noise Estimate 3.276-3.315um,Full Phase Curve Noise Estimate 3.315-3.354um,Full Phase Curve Noise Estimate 3.354-3.393um,Full Phase Curve Noise Estimate 3.393-3.432um,Full Phase Curve Noise Estimate 3.432-3.471um,Full Phase Curve Noise Estimate 3.471-3.51um,Full Phase Curve Noise Estimate 3.51-3.549um,Full Phase Curve Noise Estimate 3.549-3.588um,Full Phase Curve Noise Estimate 3.588-3.627um,Full Phase Curve Noise Estimate 3.627-3.666um,Full Phase Curve Noise Estimate 3.666-3.705um,Full Phase Curve Noise Estimate 3.705-3.744um,Full Phase Curve Noise Estimate 3.744-3.783um,Full Phase Curve Noise Estimate 3.783-3.822um,Full Phase Curve Noise Estimate 3.822-3.861um,Full Phase Curve Noise Estimate 3.861-3.9um
10,TOI-4463Ab,3.872242158116298e-05,3.957652437998736e-05,4.0439221667322515e-05,4.1310367506494863e-05,4.218982466138913e-05,4.307746379517003e-05,4.3973162761605565e-05,4.487680597649832e-05,4.578828385863789e-05,4.670749233124362e-05,4.7634332376226976e-05,4.8568709634682295e-05,4.951053404794577e-05,5.045971953436997e-05,5.141618369759504e-05,5.237984756268186e-05,5.3350635336942814e-05,5.432847419271675e-05,5.531329406968732e-05,5.630502749463419e-05,5.730360941678938e-05,5.830897705715998e-05,5.932106977039732e-05,6.0339828917963755e-05,6.136519775145622e-05,6.239712130512464e-05,6.343554629669654e-05,6.448042103571754e-05,6.553169533873301e-05,6.658932045066991e-05,6.76532489718727e-05,6.872343479029162e-05,6.979983301837655e-05,7.088239993427628e-05,7.197109292697099e-05,7.306587044503181e-05,7.416669194868838e-05,7.527351786494793e-05,7.638630954553791e-05,7.750502922741953e-05,7.862963999570644e-05,7.976010574879258e-05,8.089639116551288e-05,8.203846167421191e-05,8.318628342355955e-05,8.433982325500247e-05,8.549904867672427e-05,8.666392783902098e-05,8.783442951099224e-05,8.901052305844271e-05
11,TOI-3785b,4.802033241403247e-05,4.8812386958347925e-05,4.9616655074723037e-05,5.043270953407639e-05,5.126015812482345e-05,5.209863989952343e-05,5.2947821898821455e-05,5.3807396283372967e-05,5.4677077815682505e-05,5.555660164299334e-05,5.6445721340033345e-05,5.73442071767022e-05,5.8251844581035366e-05,5.916843277218658e-05,6.009378354180193e-05,6.102772016526429e-05,6.197007642687186e-05,6.292069574521174e-05,6.387943038685325e-05,6.484614075805609e-05,6.582069476556642e-05,6.680296723868804e-05,6.779283940583536e-05,6.879019841962923e-05,6.97949369252875e-05,7.080695266775328e-05,7.182614813351058e-05,7.285243022351434e-05,7.388570995410835e-05,7.492590218312154e-05,7.5972925358678e-05,7.702670128851851e-05,7.808715492787462e-05,7.91542141841524e-05,8.022780973685345e-05,8.130787487136083e-05,8.239434532531213e-05,8.348715914644873e-05,8.458625656094766e-05,8.569157985129139e-05,8.680307324289367e-05,8.792068279872721e-05,8.904435632127228e-05,9.017404326121162e-05,9.130969463229731e-05,9.245126293191006e-05,9.35987020668457e-05,9.475196728393294e-05,9.591101510510506e-05,9.70758032665677e-05
12,WASP-124b,9.000946096922008e-05,9.204944477429793e-05,9.410942801504992e-05,9.618910045631002e-05,9.82881692236521e-05,0.00010040635725546683,0.0001025434019306699,0.00010469905384863953,0.00010687307574152067,0.00010906524150191169,0.00011127533531149975,0.00011350315085821093,0.00011574849063117974,0.00011801116528436382,0.00012029099306080227,0.00012258779927062246,0.00012490141581677838,0.00012723168076327795,0.00012957843794132243,0.00013194153658932286,0.00013432083102330478,0.00013671618033455333,0.00013912744811177808,0.0001415545021854017,0.00014399721439176677,0.00014645546035541666,0.00014892911928773064,0.00015141807380038177,0.00015392220973231858,0.000156441415989021,0.00015897558439297317,0.00016152460954437588,0.00016408838869122854,0.0001666668216080009,0.00016925981048216313,0.00017186725980798326,0.00017448907628695684,0.00017712516873437034,0.00017977544799155406,0.00018243982684331626,0.00018511821994024176,0.00018781054372546548,0.0001905167163655649,0.00019323665768533616,0.00019597028910612392,0.00019871753358749068,0.00020147831557196694,0.0002042525609327015,0.0002070401969238115,0.00020984115213321542
13,WASP-25b,5.318694997464036e-05,5.4369268421216075e-05,5.5563391194563406e-05,5.676912295137578e-05,5.798627979610009e-05,5.9214688235687996e-05,6.045418425455314e-05,6.170461249357098e-05,6.296582551941848e-05,6.42376831725573e-05,6.552005198392398e-05,6.681280465178364e-05,6.811581957140656e-05,6.942898041127393e-05,7.075217573033568e-05,7.208529863160233e-05,7.342824644795947e-05,7.478092045662742e-05,7.614322561914472e-05,7.751507034412998e-05,7.889636627044497e-05,8.028702806862484e-05,8.168697325872645e-05,8.309612204296909e-05,8.451439715167878e-05,8.594172370128356e-05,8.737802906320027e-05,8.882324274258066e-05,9.027729626603733e-05,9.174012307751149e-05,9.321165844156936e-05,9.469183935347167e-05,9.61806044554313e-05,9.767789395853677e-05,9.91836495698533e-05,0.00010069781442430155,0.00010222033302089593,0.0001037511511630055,0.00010529021590234067,0.00010683747548633228,0.00010839287930868641,0.00010995637786285899,0.00011152792269821588,0.00011310746637871727,0.00011469496244391315,0.00011629036537210457,0.0001178936305455023,0.00011950471421726186,0.00012112357348026259,0.0001227501662374913
14,LHS1140c,3.0057770711921123e-05,3.0456096026556492e-05,3.086344502050038e-05,3.127940182348474e-05,3.17035875481101e-05,3.2135656142292324e-05,3.257529078791913e-05,3.302220076393588e-05,3.3476118705719546e-05,3.3936798203721335e-05,3.4404011693530744e-05,3.4877548597025526e-05,3.535721368050305e-05,3.584282560087724e-05,3.6334215615313216e-05,3.683122643328957e-05,3.733371119309493e-05,3.7841532547309744e-05,3.835456184397448e-05,3.887267839195587e-05,3.939576880058459e-05,3.992372638492907e-05,4.04564506292112e-05,4.0993846701833956e-05,4.153582501629101e-05,4.2082300832973923e-05,4.263319389748071e-05,4.318842811155964e-05,4.3747931233302526e-05,4.4311634603573056e-05,4.487947289602176e-05,4.545138388833391e-05,4.602730825262224e-05,4.660718936311019e-05,4.7190973119445566e-05,4.777860778418311e-05,4.83700438331029e-05,4.8965233817191746e-05,4.956413223524001e-05,5.016669541608347e-05,5.077288140965926e-05,5.138264988609918e-05,5.199596204216094e-05,5.26127805143901e-05,5.3233069298433084e-05,5.3856793674000206e-05,5.448392013500844e-05,5.511441632449234e-05,5.5748250973900024e-05,5.6385393846417505e-05
15,TOI-1199b,3.5090026295864755e-05,3.5867889665794066e-05,3.665354081047932e-05,3.744684965862923e-05,3.824769380921711e-05,3.905595782893996e-05,3.9871532630615575e-05,4.06943149216212e-05,4.152420671313752e-05,4.2361114882315984e-05,4.3204950780673764e-05,4.4055629882960797e-05,4.491307147155445e-05,4.5777198352142923e-05,4.6647936597009295e-05,4.752521531273976e-05,4.840896642958832e-05,4.929912451009003e-05,5.0195626574822425e-05,5.109841194346761e-05,5.200742208957595e-05,5.29226005075957e-05,5.38438925909252e-05,5.477124551989409e-05,5.5704608158672924e-05,5.66439309602689e-05,5.7589165878828225e-05,5.854026628855186e-05,5.949718690863316e-05,6.045988373365483e-05,6.142831396896569e-05,6.240243597059749e-05,6.338220918932826e-05,6.436759411854226e-05,6.535855224555797e-05,6.635504600615628e-05,6.735703874202792e-05,6.836449466091436e-05,6.937737879924231e-05,7.03956569870291e-05,7.141929581491305e-05,7.244826260313697e-05,7.348252537232849e-05,7.452205281596829e-05,7.556681427440382e-05,7.661677971031082e-05,7.767191968549028e-05,7.8732205338919e-05,7.979760836596565e-05,8.086810099867905e-05
16,TOI-1273b,3.088756207426642e-05,3.1571300395545915e-05,3.2261893852855903e-05,3.295922741544786e-05,3.3663192857117184e-05,3.437368813197982e-05,3.509061682222847e-05,3.581388764817165e-05,3.654341403233763e-05,3.727911371063063e-05,3.8020908384582525e-05,3.87687234095801e-05,3.952248751467005e-05,4.028213255017119e-05,4.104759325981449e-05,4.181880707458546e-05,4.259571392580844e-05,4.337825607533149e-05,4.4166377960944535e-05,4.496002605538852e-05,4.575914873753374e-05,4.6563696174451604e-05,4.737362021327457e-05,4.818887428187226e-05,4.900941329745479e-05,4.98351935823546e-05,5.066617278629436e-05,5.1502309814524996e-05,5.2343564761308266e-05,5.3189898848244176e-05,5.404127436701743e-05,5.489765462617196e-05,5.5759003901564604e-05,5.662528739018651e-05,5.7496471167061096e-05,5.837252214498028e-05,5.925340803682981e-05,6.013909732030318e-05,6.1029559204826563e-05,6.192476360049733e-05,6.282468108890635e-05,6.372928289569182e-05,6.463854086468559e-05,6.555242743355589e-05,6.647091561081918e-05,6.739397895413542e-05,6.832159154978645e-05,6.925372799326506e-05,7.019036337089657e-05,7.113147324241029e-05
17,TOI-5803b,2.0936258507533624e-05,2.1379181535552385e-05,2.1826773748498857e-05,2.2278944492269702e-05,2.2735608967943555e-05,2.3196687671244414e-05,2.3662105898250765e-05,2.4131793308270403e-05,2.4605683536203857e-05,2.508371384786692e-05,2.5565824832731888e-05,2.6051960129341434e-05,2.6542066179328427e-05,2.7036092006558158e-05,2.7533989018375998e-05,2.803571082636296e-05,2.8541213084343827e-05,2.9050453341689117e-05,2.9563390910205977e-05,3.0079986743123758e-05,3.060020332487912e-05,3.1124004570547014e-05,3.16513557339159e-05,3.218222332332729e-05,3.271657502448345e-05,3.325437962954501e-05,3.379560697189911e-05,3.4340227866048316e-05,3.488821405214662e-05,3.543953814474043e-05,3.5994173585333656e-05,3.655209459843039e-05,3.711327615074576e-05,3.7677693913309e-05,3.824532422620368e-05,3.8816144065731515e-05,3.9390131013784735e-05,3.996726322924945e-05,4.054751942128236e-05,4.1130878824293375e-05,4.171732117451605e-05,4.2306826688035285e-05,4.289937604015369e-05,4.349495034600891e-05,4.409353114233601e-05,4.469510037029828e-05,4.5299640359302064e-05,4.59071338117317e-05,4.651756378853776e-05,4.7130913695610374e-05
18,TOI-3819b,7.734031031650962e-05,7.907220570094818e-05,8.082126971401809e-05,8.258722509507755e-05,8.436981055959472e-05,8.616877935290226e-05,8.798389796946429e-05,8.981494501547373e-05,9.166171019596755e-05,9.352399341039067e-05,9.540160394295606e-05,9.729435973605398e-05,9.920208673661293e-05,0.00010112461830675386,0.00010306179469119639,0.0001050134625349197,0.00010697947444541393,0.00010895968859459047,0.00011095396835604786,0.00011296218197390454,0.00011498420225992046,0.00011701990631595802,0.00011906917527923063,0.00012113189408809267,0.00012320795126631083,0.00012529723872408704,0.00012739965157422802,0.00012951508796203167,0.00013164344890767517,0.00013378463815994163,0.00013593856206029856,0.00013810512941641882,0.000140284251384333,0.00014247584135848885,0.00014467981486903877,0.00014689608948580297,0.0001491245847283242,0.0001513652219815476,0.000153617924416714,0.00015588261691699962,0.0001581592260076049,0.00016044767978993347,0.00016274790787953504,0.0001650598413475898,0.00016738341266563442,0.00016971855565332968,0.00017206520542903254,0.00017442329836300533,0.00017679277203307763,0.00017917356518256386
19,TOI-4791b,4.226886220379849e-05,4.322731010488436e-05,4.419515032215151e-05,4.5172237395642614e-05,4.6158433995451075e-05,4.715361019729013e-05,4.815764284022807e-05,4.917041495564387e-05,5.0191815258112925e-05,5.12217376902782e-05,5.226008101495568e-05,5.330674844865737e-05,5.436164733152859e-05,5.542468882940819e-05,5.649578766426792e-05,5.75748618698055e-05,5.866183256937599e-05,5.9756623773809096e-05,6.085916219697052e-05,6.196937708717973e-05,6.308720007285152e-05,6.421256502088854e-05,6.534540790655153e-05,6.648566669368634e-05,6.763328122427523e-05,6.878819311644988e-05,6.995034567016082e-05,7.111968377978684e-05,7.22961538530763e-05,7.347970373583563e-05,7.467028264186979e-05,7.586784108771798e-05,7.707233083177635e-05,7.828370481744357e-05,7.95019171199466e-05,8.072692289656955e-05,8.195867833998923e-05,8.319714063448306e-05,8.444226791480223e-05,8.569401922747127e-05,8.695235449436666e-05,8.821723447839121e-05,8.948862075107827e-05,9.076647566201517e-05,9.205076230993129e-05,9.334144451535112e-05,9.463848679469033e-05,9.594185433571081e-05,9.725151297424074e-05,9.856742917205784e-05
