,Planet Name,Full Phase Curve Noise Estimate 3.9-4.03um,Full Phase Curve Noise Estimate 4.03-4.16um,Full Phase Curve Noise Estimate 4.16-4.29um,Full Phase Curve Noise Estimate 4.29-4.42um,Full Phase Curve Noise Estimate 4.42-4.55um,Full Phase Curve Noise Estimate 4.55-4.68um,Full Phase Curve Noise Estimate 4.68-4.81um,Full Phase Curve Noise Estimate 4.81-4.94um,Full Phase Curve Noise Estimate 4.94-5.07um,Full Phase Curve Noise Estimate 5.07-5.2um,Full Phase Curve Noise Estimate 5.2-5.33um,Full Phase Curve Noise Estimate 5.33-5.46um,Full Phase Curve Noise Estimate 5.46-5.59um,Full Phase Curve Noise Estimate 5.59-5.72um,Full Phase Curve Noise Estimate 5.72-5.85um,Full Phase Curve Noise Estimate 5.85-5.98um,Full Phase Curve Noise Estimate 5.98-6.11um,Full Phase Curve Noise Estimate 6.11-6.24um,Full Phase Curve Noise Estimate 6.24-6.37um,Full Phase Curve Noise Estimate 6.37-6.5um,Full Phase Curve Noise Estimate 6.5-6.63um,Full Phase Curve Noise Estimate 6.63-6.76um,Full Phase Curve Noise Estimate 6.76-6.89um,Full Phase Curve Noise Estimate 6.89-7.02um,Full Phase Curve Noise Estimate 7.02-7.15um,Full Phase Curve Noise Estimate 7.15-7.28um,Full Phase Curve Noise Estimate 7.28-7.41um,Full Phase Curve Noise Estimate 7.41-7.54um,Full Phase Curve Noise Estimate 7.54-7.67um,Full Phase Curve Noise Estimate 7.67-7.8um
24,V1298Taub,9.77664362518409e-06,1.0195180101804535e-05,1.0620005061806688e-05,1.1051012491183197e-05,1.1488102433879249e-05,1.193118037484205e-05,1.238015671147999e-05,1.28349462977548e-05,1.3295468048412679e-05,1.376164459337533e-05,1.4233401974257278e-05,1.471066937649099e-05,1.5193378891737948e-05,1.56814653062053e-05,1.6174865911243385e-05,1.6673520333206743e-05,1.717737038004934e-05,1.76863599025231e-05,1.820043466818035e-05,1.8719542246642663e-05,1.924363190482594e-05,1.9772654510996724e-05,2.0306562446687008e-05,2.0845309525626502e-05,2.138885091896276e-05,2.1937143086129954e-05,2.249014371080595e-05,2.304781164147157e-05,2.3610106836132835e-05,2.417699031082897e-05
25,TOI-2109b,7.278395650168294e-05,7.602759610169476e-05,7.932004892372001e-05,8.266054887896356e-05,8.604836807665324e-05,8.948281348899492e-05,9.296322403406848e-05,9.648896800940597e-05,0.00010005944082196306,0.00010367406297029177,0.00010733227824266645,0.00011103355210119727,0.00011477737022702714,0.00011856323720573594,0.00012239067533537491,0.00012625922354225078,0.00013016843639176987,0.00013411788318347514,0.00013810714712096274,0.0001421358245485823,0.0001462035242479265,0.00015030986678801753,0.00015445448392384107,0.00015863701803854325,0.0001628571216251757,0.00016711445680433186,0.00017140869487442963,0.00017573951589180126,0.00018010660827797947,0.00018450966845192865
26,K2-138g,2.0261530431560733e-05,2.1139773185081642e-05,2.2031202227947834e-05,2.293560090858902e-05,2.385276441126253e-05,2.4782498604949396e-05,2.5724619051280818e-05,2.667895014385174e-05,2.7645324356924702e-05,2.862358158586979e-05,2.9613568565060138e-05,3.061513835157959e-05,3.1628149865192273e-05,3.265246747667552e-05,3.368796063794983e-05,3.4734503548515185e-05,3.579197485356943e-05,3.6860257369895574e-05,3.793923783620014e-05,3.902880668505364e-05,4.01288578339965e-05,4.123928849370928e-05,4.2359998991422794e-05,4.349089260798441e-05,4.463187542720228e-05,4.578285619625435e-05,4.694374619609523e-05,4.811445912093299e-05,4.9294910965932685e-05,5.048501992242202e-05
27,K2-141c,1.990582355146341e-05,2.074590333345873e-05,2.1598631713478272e-05,2.24637882815117e-05,2.3341165907000895e-05,2.4230569317811376e-05,2.5131813890421564e-05,2.6044724612679053e-05,2.6969135188655997e-05,2.790488726138146e-05,2.8851829734040734e-05,2.9809818173966188e-05,3.0778714286679415e-05,3.1758385449548056e-05,3.274870429645974e-05,3.3749548346388964e-05,3.476079966991194e-05,3.578234458868408e-05,3.6814073403687104e-05,3.785588014868079e-05,3.8907662365833235e-05,3.9969320900942466e-05,4.104075971602193e-05,4.212188571733184e-05,4.321260859719887e-05,4.431284068817781e-05,4.5422496828292956e-05,4.654149423626643e-05,4.7669752395752235e-05,4.880719294773387e-05
28,TRAPPIST-1b,7.530007157799943e-05,7.795483251738677e-05,8.065504245393617e-05,8.33993245305361e-05,8.618643949941392e-05,8.901526542600068e-05,9.188478106089729e-05,9.479405211758428e-05,9.774221987022938e-05,0.0001007284916178187,0.00010375213266016563,0.00010681245950680809,0.00010990883409764666,0.00011304065885878757,0.0001162073724517786,0.0001194084461016243,0.00012264338041038548,0.00012591170258016856,0.0001292129639829158,0.00013254673802525147,0.00013591261826546153,0.0001393102167468184,0.00014273916251725537,0.00014619910031017058,0.00014968968936507243,0.00015321060236999628,0.00015676152451031154,0.00016034215261082367,0.00016395219435987203,0.0001675913676057839
29,TRAPPIST-1e,3.8036336025481264e-05,3.93773358019989e-05,4.0741293237013395e-05,4.2127512838493275e-05,4.3535368625032255e-05,4.4964293873659563e-05,4.641377272051884e-05,4.7883333229325646e-05,4.937254163177635e-05,5.088099751069341e-05,5.2408329746865504e-05,5.395419308865686e-05,5.551826523267734e-05,5.710024432633975e-05,5.869984682067069e-05,6.0316805615480376e-05,6.19508684498157e-05,6.360179649920842e-05,6.5269363148103e-05,6.695335291132593e-05,6.865356048291558e-05,7.036978989423413e-05,7.21018537662106e-05,7.384957264297506e-05,7.561277439613123e-05,7.739129369053915e-05,7.918497150383907e-05,8.099365469310115e-05,8.281719560289411e-05,8.465545170990274e-05
30,TRAPPIST-1f,3.1033208521394995e-05,3.212730774440998e-05,3.324013773588854e-05,3.4371131055548744e-05,3.551977697566176e-05,3.668561311646224e-05,3.786821859328317e-05,3.906720836122656e-05,4.028222851600977e-05,4.151295236397444e-05,4.2759077115181396e-05,4.4020321084612445e-05,4.529642131033809e-05,4.658713151589586e-05,4.789222035843474e-05,4.921146991539039e-05,5.0544674371282736e-05,5.189163887323428e-05,5.325217852941465e-05,5.4626117529085444e-05,5.601328836655648e-05,5.741353115430343e-05,5.882669301288546e-05,6.0252627527268645e-05,6.169119426078178e-05,6.314225831925761e-05,6.460568995902035e-05,6.608136423332241e-05,6.75691606725743e-05,6.906896299439389e-05
31,TRAPPIST-1g,2.682731110552816e-05,2.7773128236099877e-05,2.873513757420539e-05,2.971284858413465e-05,3.070581975653929e-05,3.1713651377486915e-05,3.273597960435729e-05,3.377247157697387e-05,3.482282135532128e-05,3.588674652218174e-05,3.6963985324411314e-05,3.805429425345972e-05,3.9157445986345305e-05,4.027322762419001e-05,4.140143917779093e-05,4.254189225939477e-05,4.369440894747238e-05,4.485882079734747e-05,4.603496797538082e-05,4.722269849827455e-05,4.842186756220473e-05,4.963233694903147e-05,5.0853974498900346e-05,5.208665364024967e-05,5.333025296963946e-05,5.458465587496404e-05,5.584975019656863e-05,5.712542792160416e-05,5.8411584907595143e-05,5.970812063178584e-05
32,GJ3473b,5.282899253292437e-05,5.4891134169532865e-05,5.698540676327065e-05,5.91111080094489e-05,6.12675909933861e-05,6.345425698179388e-05,6.567054942744972e-05,6.791594894658075e-05,7.018996908221465e-05,7.24921527073116e-05,7.482206895233239e-05,7.717931056553584e-05,7.956349163259894e-05,8.197424559637391e-05,8.441122352877524e-05,8.687409261562133e-05,8.93625348222611e-05,9.187624571342716e-05,9.441493340529981e-05,9.697831763138675e-05,9.95661289068228e-05,0.0001021781077781279,0.00010481400414744788,0.00010747357666196332,0.00011015659216053085,0.00011286282517074932,0.00011559205745059731,0.00011834407756962578,0.00012111868052530859,0.00012391566739078946
33,TOI-2202b,4.910340201639047e-05,5.121788537578743e-05,5.3364124021881956e-05,5.554158927479556e-05,5.7749782024726956e-05,5.9988229784404804e-05,6.225648415693143e-05,6.455411864576366e-05,6.688072674869301e-05,6.923592028928923e-05,7.16193279482621e-05,7.403059396421075e-05,7.646937697878207e-05,7.893534900563356e-05,8.142819450611469e-05,8.394760955741447e-05,8.64933011012028e-05,8.906498626265835e-05,9.16623917313322e-05,9.428525319652487e-05,9.693331483092565e-05,9.960632881713725e-05,0.0001023040549124265,0.00010502626004766589,0.0001077727179569601,0.00011054320883487898,0.00011333751901859479,0.00011615544069257647,0.00011899677161371415,0.00012186131485504761
34,TOI-833b,4.062278470500838e-05,4.227862352776121e-05,4.395966030285485e-05,4.566541295110132e-05,4.739543237819717e-05,4.914929856497661e-05,5.092661727983612e-05,5.272701729428183e-05,5.455014800853709e-05,5.639567741384369e-05,5.826329033316002e-05,6.0152686893575205e-05,6.20635811928139e-05,6.399570012927559e-05,6.594878237064779e-05,6.792257744058232e-05,6.991684490646726e-05,7.193135365418608e-05,7.396588123809091e-05,7.602021329627313e-05,7.809414302277762e-05,8.018747068967696e-05,8.230000321296078e-05,8.443155375707513e-05,8.658194137368193e-05,8.875099067080707e-05,9.093853150906018e-05,9.314439872206859e-05,9.536843185859276e-05,9.761047494415193e-05
35,HD28109c,6.532732008994421e-06,6.821416874447874e-06,7.114440615297213e-06,7.411734304411086e-06,7.71323254195399e-06,8.018873137105076e-06,8.328596830951065e-06,8.642347053750138e-06,8.96006971110222e-06,9.281712994599274e-06,9.607227213341828e-06,9.936564643348414e-06,1.0269679392397664e-05,1.0606527278250037e-05,1.0947065718527791e-05,1.1291253630801958e-05,1.163905134165362e-05,1.199042050365812e-05,1.2345324019394084e-05,1.2703725971699782e-05,1.3065591559507159e-05,1.3430887038672202e-05,1.3799579667292903e-05,1.417163765507059e-05,1.4547030116325566e-05,1.4925727026322217e-05,1.5307699180598605e-05,1.5692918157034016e-05,1.608135628041043e-05,1.647298658925752e-05
36,TOI-2641b,5.848269071751538e-05,6.106594680152013e-05,6.368802669211879e-05,6.63483132234062e-05,6.904622085640767e-05,7.178119282038911e-05,7.455269862456906e-05,7.736023187895143e-05,8.02033083750695e-05,8.308146438678806e-05,8.599425515863614e-05,8.894125355491239e-05,9.192204884742852e-05,9.49362456234225e-05,9.798346279816188e-05,0.00010106333271918702,0.00010417550035111419,0.00010731962253154764,0.00011049536729003085,0.00011370241322305114,0.00011694044891908253,0.00012020917242844469,0.00012350829077341062,0.00012683751949457356,0.00013019658222998055,0.00013358521032393828,0.0001370031424627523,0.00014045012433500987,0.00014392590831421493,0.0001474302531618894
