,Planet Name,Noise Estimate 3.9-4.29um,Full Phase Curve Noise Estimate 3.9-4.29um,Noise Estimate 4.29-4.68um,Full Phase Curve Noise Estimate 4.29-4.68um,Noise Estimate 4.68-5.07um,Full Phase Curve Noise Estimate 4.68-5.07um,Noise Estimate 5.07-5.46um,Full Phase Curve Noise Estimate 5.07-5.46um,Noise Estimate 5.46-5.85um,Full Phase Curve Noise Estimate 5.46-5.85um,Noise Estimate 5.85-6.24um,Full Phase Curve Noise Estimate 5.85-6.24um,Noise Estimate 6.24-6.63um,Full Phase Curve Noise Estimate 6.24-6.63um,Noise Estimate 6.63-7.02um,Full Phase Curve Noise Estimate 6.63-7.02um,Noise Estimate 7.02-7.41um,Full Phase Curve Noise Estimate 7.02-7.41um,Noise Estimate 7.41-7.8um,Full Phase Curve Noise Estimate 7.41-7.8um
10,TOI-4463Ab,0.00011068124913377205,3.0171523183975648e-05,0.0001250217855905047,3.408072940961207e-05,0.00013996039546695417,3.8152969448021015e-05,0.00015547217712576924,4.238145515455703e-05,0.0001715353697991433,4.6760254580353285e-05,0.00018813069530985928,5.1284112526580704e-05,0.0002052408878927148,5.594832237455569e-05,0.0002228503461727432,6.074863121558604e-05,0.00024094486799132458,6.568116756501272e-05,0.00025951144348478414,7.074238495578232e-05
11,TOI-3785b,0.00015686133294487694,3.270872797563255e-05,0.00017544796344077206,3.6584412501961734e-05,0.0001948209101764841,4.062405970480363e-05,0.00021494092471658024,4.48194854996937e-05,0.0002357752416898571,4.916385765083749e-05,0.00025729583247248493,5.365133162908834e-05,0.00027947826398359653,5.827681264798304e-05,0.0003023009189070508,6.303579306436983e-05,0.0003257444423064916,6.792423698657054e-05,0.0003497913360061754,7.293849569466344e-05
12,WASP-124b,0.0002413382669642255,7.117640853310842e-05,0.0002729077578704945,8.048700403125184e-05,0.00030579554589689,9.018639677887604e-05,0.0003399473991204687,0.00010025859248899323,0.0003753157609386304,0.00011068956558572734,0.00041185839272475547,0.00012146685889110167,0.00044953739312195086,0.00013257929439138423,0.0004883184651801954,0.0001440167570983602,0.0005281703535459087,0.00015577002906311786,0.0005690644024334163,0.00016783065901129605
13,WASP-25b,0.0001330097102494602,4.16159727153414e-05,0.00015029013297120078,4.702265767953513e-05,0.0001682914584998861,5.265489814255643e-05,0.00018698377873623486,5.850333648200818e-05,0.00020634093111877915,6.455978697639559e-05,0.00022633972037985314,7.081699230875663e-05,0.00024695936086120164,7.726844907881173e-05,0.0002681810625935695,8.390827829587385e-05,0.0002899877151969636,9.073112647781297e-05,0.00031236364075801047,9.773208833151955e-05
14,LHS1140c,0.00010103204648235288,1.8933051065969144e-05,0.00011236773140036339,2.1057318651283435e-05,0.00012419764231958206,2.3274202455359942e-05,0.00013649315936714926,2.5578339214430204e-05,0.0001492311544582022,2.7965394806529826e-05,0.00016239235995785215,3.0431758544476184e-05,0.0001759603368785335,3.297434981967143e-05,0.0001899207920771272,3.5590490147238846e-05,0.00020426110845516712,3.827781512718971e-05,0.00021897001061327038,4.103421178923649e-05
15,TOI-1199b,8.663545882528575e-05,2.741484259137061e-05,9.788005141287606e-05,3.097307082693123e-05,0.00010959369063869605,3.4679723736746875e-05,0.00012175689236386721,3.852863577835233e-05,0.00013435261874963328,4.251441551417762e-05,0.00014736576838967887,4.663228426950159e-05,0.0001607828113706544,5.087796065134979e-05,0.00017459151867396064,5.5247574920651276e-05,0.00018878075569443944,5.973760365348857e-05,0.00020334032092396632,6.434481869428633e-05
16,TOI-1273b,8.469216640369231e-05,2.4113231860652945e-05,9.567911913780986e-05,2.7241395302086192e-05,0.00010712434585389024,3.0500036770614666e-05,0.00011900879751036028,3.3883732695491716e-05,0.00013131581983081441,3.738774133441117e-05,0.00014403065339321845,4.100786044080463e-05,0.0001571400760293139,4.474032544915846e-05,0.00017063213779928315,4.8581734018007354e-05,0.00018449595884585036,5.2528988475721884e-05,0.00019872157151862259,5.657925087075072e-05
17,TOI-5803b,6.009149937098262e-05,1.5960061231428212e-05,6.776729799685734e-05,1.7998722562089395e-05,7.576293888178587e-05,2.0122332714003688e-05,8.406482250630757e-05,2.2327279709344253e-05,9.266113369843188e-05,2.4610425485816034e-05,0.00010154145027708664,2.696900195392521e-05,0.00011069646821054776,2.9400538000160392e-05,0.00012011780107939969,3.190280622515917e-05,0.00012979782911242367,3.447378284824552e-05,0.0001397295825721844,3.7111616735109276e-05
18,TOI-3819b,0.0001953619682846871,6.0756106360914615e-05,0.00022080859950431646,6.866981774743097e-05,0.00024731716438275984,7.691378253428733e-05,0.00027484375100929483,8.547434444671447e-05,0.00030334991043812264,9.433954615104642e-05,0.0003328015308450809,0.00010349877912590529,0.0003631680282472121,0.000112942531982059,0.00039442174429473804,0.0001226622031802435,0.00042653748540135496,0.00013264995770414262,0.0004594921618093362,0.00014289861481234275
19,TOI-4791b,0.00011224982298214404,3.343367106321105e-05,0.00012693576137414974,3.780788583173686e-05,0.00014223498102321463,4.2364766757526994e-05,0.00015812225792606567,4.709680085743436e-05,0.00017457547155315178,5.199739951965447e-05,0.00019157497413499843,5.706071064532171e-05,0.0002091031348658938,6.228148288932845e-05,0.00022714399923838525,6.765496419291885e-05,0.0002456830273890355,7.31768238498294e-05,0.00026470688857316836,7.884309129047972e-05
20,TOI-4377b,7.195833815416822e-05,2.1022626371533928e-05,8.110226656249628e-05,2.369402478660698e-05,9.062720888421036e-05,2.647673640524943e-05,0.0001005168256590156,2.936598765461756e-05,0.00011075695400476113,3.23576408491083e-05,0.00012133512231881868,3.544805241038126e-05,0.000132240211507748,3.86339738956155e-05,0.00014346220908796682,4.191248015802746e-05,0.000154992024895409,4.5280915506453064e-05,0.00016682134926556327,4.873685227265017e-05
21,Wolf327b,4.9723173979112514e-05,3.2071490862282405e-05,5.559991516604435e-05,3.586199408630943e-05,6.172554036100541e-05,3.9813027713979454e-05,6.808754508558072e-05,4.3916526345738686e-05,7.46755061085467e-05,4.8165766988298675e-05,8.148051774017316e-05,5.255500546396625e-05,8.849482413513944e-05,5.70792392457017e-05,9.571156849378629e-05,6.173404569170609e-05,0.00010312461537730931,6.651546743856505e-05,0.00011072842067310922,7.141992852878553e-05
22,HD118203b,2.3009671747532233e-05,5.749432702624368e-06,2.6007667636040948e-05,6.498542720048846e-06,2.91307804716339e-05,7.2789157417921835e-06,3.237383849445052e-05,8.089259498864249e-06,3.57323128587857e-05,8.928442367403222e-06,3.920218526295983e-05,9.795460293316578e-06,4.277985276440839e-05,1.068941300840261e-05,4.6462056928753686e-05,1.1609486326810422e-05,5.02458295942329e-05,1.2554938593183388e-05,5.4128450387928464e-05,1.3525090067228503e-05
23,TOI-1470b,0.0001217356184570655,2.9705461847583724e-05,0.00013629675948114385,3.3258616007642464e-05,0.0001514716745206124,3.6961540964681566e-05,0.00016723044590425873,4.080693632254719e-05,0.00018354795900992068,4.478867370681687e-05,0.00020040263560737784,4.890148767995742e-05,0.00021777560016554906,5.3140772306783314e-05,0.00023565010628370916,5.750244119438726e-05,0.0002540111270184225,6.198282752527925e-05,0.00027284505280426836,6.657861034515285e-05
24,V1298Taub,3.2766068977961226e-05,5.877333755779844e-06,3.692917428008745e-05,6.6240806217987696e-06,4.126575032860273e-05,7.4019433801170875e-06,4.576835628273779e-05,8.209587348058826e-06,5.043054288976274e-05,9.045855706635584e-06,5.524663130263246e-05,9.909729826500803e-06,6.0211558704049635e-05,1.0800301577142377e-05,6.532076626644395e-05,1.1716753229976998e-05,7.05701151927858e-05,1.2658342398375777e-05,7.595582211247056e-05,1.3624390449458466e-05
25,TOI-2109b,7.128482761390665e-05,4.382286836930375e-05,8.07000914930981e-05,4.961097059878259e-05,9.050926043416383e-05,5.564122884174037e-05,0.00010069629831903445,6.190378477748209e-05,0.00011124709877268705,6.838996640894342e-05,0.00012214910425905525,7.509205389911976e-05,0.00013339102768799763,8.200310842691699e-05,0.00014496264242431839,8.911684309366326e-05,0.00015685461979509502,9.642752302955211e-05,0.00016905840067969044,0.00010392988645266457
26,K2-138g,0.00010317372774688087,1.2186215345098873e-05,0.00011644035499387294,1.3753183797878163e-05,0.00013025992676563478,1.5385462491935824e-05,0.000144609171323671,1.7080302719602253e-05,0.0001594678134896722,1.8835309707571927e-05,0.00017481793117075153,2.0648366613814203e-05,0.00019064349991403492,2.2517580733298677e-05,0.00020693005836416276,2.4441243983992825e-05,0.00022366445498989962,2.641780299184248e-05,0.0002408346515036328,2.84458358719508e-05
27,K2-141c,5.3441995025238804e-05,1.1960156228531035e-05,6.013953319010485e-05,1.3459044935071964e-05,6.711636157762133e-05,1.5020437945473982e-05,7.436020110943745e-05,1.6641587239283356e-05,8.186047812711934e-05,1.832012646384584e-05,8.960792753493674e-05,2.005398211886725e-05,9.75943200041116e-05,2.1841312505552567e-05,0.00010581226662920774,2.3680464009299032e-05,0.00011425507424247719,2.556993871948614e-05,0.00012291663519660822,2.7508369763189273e-05
28,TRAPPIST-1b,0.00020659187223319865,4.49629148130493e-05,0.00022842630465376242,4.971498813667413e-05,0.0002512603949459789,5.4684628256317806e-05,0.00027502551179518374,5.985689816636922e-05,0.00029966801027643834,6.522012251791898e-05,0.0003251444555807123,7.076484810452075e-05,0.00035141867288175237,7.648320179150751e-05,0.00037845984099949947,8.236847561850092e-05,0.00040624121148823947,8.841484802014588e-05,0.0004347392181118992,9.461719001119457e-05
29,TRAPPIST-1e,0.00016613934688705314,2.2712123649745796e-05,0.00018369840331453554,2.5112539133652587e-05,0.0002020613757146628,2.762285416463734e-05,0.00022117307139436784,3.0235523610899615e-05,0.00024099034958196023,3.294464990175952e-05,0.000261478280390187,3.5745457937680266e-05,0.00028260777234539786,3.863397076101107e-05,0.00030435403932861345,4.160679997875772e-05,0.0003266955704776051,4.466100494277211e-05,0.00034961341403484507,4.779399484799561e-05
30,TRAPPIST-1f,0.000156447931749287,1.853044070054721e-05,0.00017298271482759172,2.048889942801667e-05,0.0001902745190064188,2.2537023352433395e-05,0.0002082713711509281,2.4668656527327476e-05,0.0002269326470223014,2.6878987223710186e-05,0.0002462254543002104,2.916411951796953e-05,0.0002661223985054457,3.152080867706984e-05,0.0002866001393689919,3.3946290168005844e-05,0.00030763842082286223,3.6438164765281516e-05,0.00032921939662338356,3.899431867450906e-05
31,TRAPPIST-1g,0.00015020010459625025,1.6019029977302992e-05,0.00016607456276305818,1.77120608971622e-05,0.0001826758100104801,1.9482604786142354e-05,0.00019995394877705966,2.1325340006586057e-05,0.00021786997717346913,2.32361069579658e-05,0.00023639231645080144,2.5211537727011813e-05,0.0002554946661422074,2.724882733587136e-05,0.0002751546180841005,2.9345585925727785e-05,0.00029535272514479726,3.149973943553935e-05,0.00031607185377937713,3.3709460551201056e-05
32,GJ3473b,0.00010539963137072499,3.165218244804515e-05,0.00011766064246818841,3.533424238703476e-05,0.00013044478099544807,3.9173400834208394e-05,0.00014372464137843498,4.316142772064414e-05,0.0001574775947496882,4.729152745292151e-05,0.00017168445308106766,5.1557937743643385e-05,0.00018632860711221858,5.595567072584819e-05,0.0002013954444359601,6.0480338200335606e-05,0.0002168719413020677,6.512802905173547e-05,0.00023274636666870325,6.989522037326207e-05
33,TOI-2202b,0.00016212873052647524,2.952562799585353e-05,0.00018284474931985797,3.329826880086278e-05,0.000204423987304131,3.72281123954476e-05,0.0002268297591735328,4.1308477936013457e-05,0.0002500301886492444,4.5533560361685296e-05,0.0002739971547743732,4.989823850171564e-05,0.00029870555164857536,5.439794026409064e-05,0.0003241327481267206,5.9028544240038e-05,0.0003502581809716778,6.378630561216505e-05,0.0003770630405081045,6.866779890816296e-05
34,TOI-833b,4.593003823783724e-05,2.4376422528782587e-05,5.14978072787798e-05,2.7331401359452973e-05,5.729924956755957e-05,3.041039745728645e-05,6.332333607919563e-05,3.360755739425791e-05,6.956073688540092e-05,3.691792950294416e-05,7.600338738073895e-05,4.033723365998388e-05,8.264419960609445e-05,4.3861708076950825e-05,8.94768615588927e-05,4.7488002788383e-05,9.649569245330654e-05,5.121310283411641e-05,0.00010369553504217943,5.5034271111361756e-05
35,HD28109c,2.80623307323547e-05,3.932024093234558e-06,3.173862963391191e-05,4.4471379657322665e-06,3.55684839992507e-05,4.9837676484809334e-06,3.9545587753405585e-05,5.5410295499166755e-06,4.366440821841818e-05,6.118148444943616e-06,4.792002958158323e-05,6.7144355420932465e-06,5.23080395963568e-05,7.329272608337046e-06,5.682444479222217e-05,7.962100088503455e-06,6.146560528127558e-05,8.61240797053856e-06,6.622818350560607e-05,9.279728604116258e-06
36,TOI-2641b,0.00017331337620786632,3.5199888710170396e-05,0.00019600870025772503,3.980930142992573e-05,0.00021965191762585547,4.461123096541871e-05,0.0002442040822836715,4.95977673912764e-05,0.00026963102954448014,5.476197187106434e-05,0.00029590240707189243,6.0097679855419056e-05,0.00032299097386897233,6.559935870697876e-05,0.0003508720758764381,7.126200119455358e-05,0.0003795232429067545,7.708104363057455e-05,0.0004089238718561084,8.305230153155185e-05
37,TOI-1685b,5.6216022793049225e-05,3.461260312702182e-05,6.280383522793026e-05,3.866876587128466e-05,6.967171252178699e-05,4.289736653149962e-05,7.680526742599248e-05,4.728954677685512e-05,8.419256794916319e-05,5.183795999580243e-05,9.182346051868753e-05,5.653635456181828e-05,9.968913109290364e-05,6.137930360706626e-05,0.00010778180751280837,6.636202175823729e-05,0.00011609454977091193,7.148023600359897e-05,0.0001246210973064005,7.67300916715464e-05
38,K2-87b,0.00014956767563856465,3.519065966512838e-05,0.0001689978755730576,3.976224607376172e-05,0.0001892386553692652,4.452454775508498e-05,0.00021025638332683994,4.946965175788169e-05,0.00023202164040191328,5.459063629536851e-05,0.00025450834470376344,5.988136475456476e-05,0.0002776931241698399,6.533633809769121e-05,0.00030155485099106873,7.095058532058259e-05,0.0003260742860865355,7.671957980379495e-05,0.0003512338011722568,8.263917392024582e-05
39,WASP-178b,8.75215003486631e-05,3.0262307726452873e-05,9.940775618275956e-05,3.4372218209406194e-05,0.00011179564105750619,3.865557695743958e-05,0.0001246651388741246,4.310546300440985e-05,0.0001379985225939234,4.771574687244219e-05,0.00015177993494709782,5.248094559361875e-05,0.00016599507265244542,5.7396113522634995e-05,0.00018063094255913337,6.245675801794258e-05,0.00019567566941946658,6.765877297534258e-05,0.0002111183417332775,7.299838552560273e-05
40,HIP29442b,3.7059776092867935e-05,6.32192789383787e-06,4.1815881594205676e-05,7.133259186277311e-06,4.6770198510820135e-05,7.978402832897597e-06,5.191436040413836e-05,8.855931625362291e-06,5.724108399644716e-05,9.764603128843447e-06,6.274393512884378e-05,1.070331975741559e-05,6.841716348916995e-05,1.1671100580736872e-05,7.425558145070703e-05,1.2667060655466751e-05,8.025447249556587e-05,1.3690395403457466e-05,8.640952023522102e-05,1.4740368503557172e-05
41,HD152843c,2.5605055913169466e-05,4.5497914066608115e-06,2.8972372715341825e-05,5.148133745845024e-06,3.248043928339439e-05,5.771486070458009e-06,3.612350002739216e-05,6.418825663200677e-06,3.989649881799453e-05,7.089254094719748e-06,4.379493909565476e-05,7.78197236625284e-06,4.7814782149654803e-05,8.496262834714879e-06,5.1952370706869586e-05,9.231475635099022e-06,5.620437000131143e-05,9.98701820905721e-06,6.0567721330047774e-05,1.0762347052198536e-05
42,K2-26b,0.00010743843070128025,2.1219144148837457e-05,0.00012035417715606271,2.3770010575543365e-05,0.00013381339157121188,2.642821219800766e-05,0.00014778990758878088,2.9188581147363494e-05,0.00016226169545980977,3.204676653710132e-05,0.00017720978400730938,3.499902155021555e-05,0.00019261754821723817,3.804206273806382e-05,0.00020847021723433665,4.117297284929661e-05,0.0002247545216910003,4.4389131177132136e-05,0.0002414584328043903,4.768816203090434e-05
43,TOI-1246d,0.00010684690321187488,1.5641215355591353e-05,0.00012050225642470991,1.764020937355631e-05,0.00013472661929507225,1.9722500167798893e-05,0.00014949581829506745,2.1884548998829825e-05,0.0001647888467864193,2.412328072508396e-05,0.00018058717160446654,2.64359822944187e-05,0.00019687424578451499,2.8820231412593578e-05,0.00021363515283495243,3.127384446875378e-05,0.00023085633882472795,3.379483731597404e-05,0.0002485254053508888,3.638139496397554e-05
44,WASP-62b,6.0141158553457173e-05,1.8785540039665632e-05,6.803776360855234e-05,2.125210360458367e-05,7.626433652388383e-05,2.382173509501835e-05,8.480736083193743e-05,2.6490212541393585e-05,9.365496882143713e-05,2.9253828975458075e-05,0.00010279661017113113,3.2109288925573516e-05,0.0001122228114541975,3.505363329611959e-05,0.00012192499575959206,3.808418302487483e-05,0.0001318953437528551,4.119849568432186e-05,0.00014212668428703295,4.439433131315185e-05
45,WASP-80b,6.62335815077387e-05,1.8720927259133443e-05,7.436249073027174e-05,2.101856411927152e-05,8.283149653477008e-05,2.341232930626609e-05,9.16249907622518e-05,2.5897811172697558e-05,0.00010072967868567701,2.8471251962874954e-05,0.00011013400730241052,3.112938621965351e-05,0.00011982778057179178,3.386933203130217e-05,0.00012980188912416882,3.6688514633739796e-05,0.000140048113458999,3.9584610784462164e-05,0.00015055897627301457,4.255550702308586e-05
46,WASP-22b,0.0001371257292414726,4.426763521520567e-05,0.00015504369365060752,5.0052004907532755e-05,0.00017370975648866118,5.6077879593413044e-05,0.00019309310304517602,6.233531150907283e-05,0.00021316672171549044,6.8815580628968e-05,0.00023390662804638563,7.551094416819743e-05,0.0002552913048262944,8.241445582953615e-05,0.0002773012841240938,8.951983087504243e-05,0.0002999188265928283,9.682134259723168e-05,0.00032312766977753865,0.00010431374106651137
47,WASP-60b,0.00018516539969936653,5.50255753902073e-05,0.00020930660522764803,6.219961399009528e-05,0.00023445539964203648,6.967307763540121e-05,0.00026057016694933436,7.743359930736861e-05,0.00028761445614550993,8.547034686633396e-05,0.0003155559199459006,9.377370767433272e-05,0.0003443655510560282,0.00010233506163780656,0.00037401711332628285,0.00011114661216392197,0.0004044867060783691,0.00012020125669152249,0.00043575242268620464,0.00012949248523166319
48,TOI-1296b,9.973202908701897e-05,3.055378445893344e-05,0.0001126417630827681,3.45087950361686e-05,0.00012608984723044172,3.862873391834161e-05,0.00014005383791846512,4.290672530760889e-05,0.00015451412946625452,4.733676283125134e-05,0.00016945335754710493,5.191352677502796e-05,0.00018485597356212373,5.663225368888612e-05,0.00020070792989410855,6.14886399617182e-05,0.00021699644027692303,6.647876840841186e-05,0.0002337097929284333,7.15990510214812e-05
49,HAT-P-59b,0.00014480263434507771,3.718189059493897e-05,0.00016358201356406158,4.200399087453146e-05,0.00018314466871783408,4.702721788254766e-05,0.00020345802856003683,5.224320809353019e-05,0.0002244936197702418,5.7644650232447244e-05,0.00024622621069402754,6.322506540740248e-05,0.00026863319905491415,6.897864988854611e-05,0.0002916941583104427,7.490015862304903e-05,0.0003153904917248626,8.09848164091531e-05,0.00033970516225591686,8.722824853748839e-05
50,XO-5b,0.00013092354961661003,3.820066035752357e-05,0.00014779313927793867,4.312284179020181e-05,0.0001653659357831141,4.825020377199855e-05,0.00018361243260334954,5.357413693593727e-05,0.0002025069009791468,5.908713418641993e-05,0.00022202658402072783,6.47825555551616e-05,0.00024215112489766132,7.065446135928978e-05,0.0002628621459465757,7.669748939407754e-05,0.00028414292946634463,8.290676179588186e-05,0.00030597816960086925,8.927781264690553e-05
51,WASP-99b,4.656966226973298e-05,1.1992049762829247e-05,5.2674326736274854e-05,1.356404828075119e-05,5.9034005065787434e-05,1.5201714849200171e-05,6.563823203695043e-05,1.6902354592397947e-05,7.247782398049336e-05,1.8663602644173504e-05,7.954461990414438e-05,2.048335748562659e-05,8.683129397600983e-05,2.2359732658141432e-05,9.433121510589259e-05,2.4291020604485483e-05,0.00010203833892621828,2.627566485305891e-05,0.00010994712283682557,2.8312238141268193e-05
52,HATS-56b,9.959824158309393e-05,3.425488577727771e-05,0.00011275217640179822,3.8778926840397806e-05,0.0001264564216244956,4.349223650636871e-05,0.00014068857217259574,4.838710898244006e-05,0.000155428919567092,5.345676591904977e-05,0.00017065991954205714,5.869517330579937e-05,0.00018636580297004714,6.409690765678374e-05,0.00020253228240443025,6.965705508150998e-05,0.00021914632501202657,7.53711331894777e-05,0.000236195973140883,8.123502937794102e-05
53,WASP-70Ab,9.069341888039632e-05,2.880894675895037e-05,0.00010247986331141067,3.2552934517733776e-05,0.00011475803219384877,3.6453119536649396e-05,0.00012750753363057282,4.0503024288593165e-05,0.00014071052742653444,4.469698179975749e-05,0.00015435119542647673,4.9029967401337864e-05,0.0001684153618192984,5.3497478118451195e-05,0.00018289021123469088,5.809544312296601e-05,0.0001977640734053045,6.28201553310069e-05,0.0002130262547823248,6.766821791530386e-05
54,K2-417b,0.0001361571205170347,2.657209257340531e-05,0.00015260380765614128,2.9781788045273773e-05,0.0001697414762042942,3.3126333768807075e-05,0.00018753723781101967,3.6599311333494914e-05,0.00020596332712763328,4.019530212139965e-05,0.00022499578220102167,4.390962977601527e-05,0.00024461356895098737,4.773818933739491e-05,0.0002647979742425549,5.167732879561783e-05,0.0002855321693190037,5.572376389144164e-05,0.000306800885802531,5.987451488537951e-05
55,TOI-1759b,3.9095333827623724e-05,6.050056210609197e-06,4.38489746191394e-05,6.7856886039920055e-06,4.880195174682549e-05,7.552168567163198e-06,5.394492286999903e-05,8.34805036016517e-06,5.9269971365929645e-05,9.172108874837236e-06,6.47702451612552e-05,1.0023283743484802e-05,7.043971573376428e-05,1.0900642044076644e-05,7.627301015146579e-05,1.1803352308061929e-05,8.226528965975298e-05,1.2730665731568322e-05,8.841215916959709e-05,1.3681902168576567e-05
56,WASP-150b,0.00015658439271698415,3.979370370284077e-05,0.0001771391298724329,4.501739877142968e-05,0.00019855272934422963,5.045936152267367e-05,0.00022079000016371283,5.611064867074688e-05,0.0002438200464673502,6.196340846990562e-05,0.00026761540362160924,6.801066117287025e-05,0.00029215141142986006,7.424613974024484e-05,0.00031740574413022547,8.066417039613345e-05,0.0003433580484392012,8.725958064205715e-05,0.0003699896586219919,9.402762684611909e-05
57,Qatar-4b,0.000257359956642581,9.242213545095718e-05,0.0002903159234729468,0.00010425715776774822,0.0003246452160699181,0.00011658536364609765,0.0003602896704642309,0.00012938586546107808,0.00039719869991503633,0.00014264049669340757,0.00043532764614199505,0.00015633321983014742,0.00047463661804286516,0.00017044970932934947,0.00051508964224116,0.0001849770465679394,0.000556654022254538,0.00019990348970868983,0.000599299842582416,0.00021521829561003725
