,planet_ID,Dayside Emitting Temperature [K],log_H2O,log_CO2,log_CH4,log_CO,log_NH3,planet_ID,T_q1,T_q2,T_q3,log_H2O_q1,log_H2O_q2,log_H2O_q3,log_CO2_q1,log_CO2_q2,log_CO2_q3,log_CH4_q1,log_CH4_q2,log_CH4_q3,log_CO_q1,log_CO_q2,log_CO_q3,log_NH3_q1,log_NH3_q2,log_NH3_q3,planet_ID,Star Distance [pc],star_mass_kg,Star Radius [Rs],Star Temperature [K],Planet Mass [Mjup],planet_orbital_period,Planet Semi-major Axis [au],Planet Radius [Rjup],planet_surface_gravity,Transit Duration [hrs],Eclipse Duration [hrs],Mean Molecular Weight,Planet Albedo,Planet Geometric Albedo,Heat Redistribution Factor,log CO precision,log CO2 precision,log H2O precision,log CH4 precision,log NH3 precision,T precision,log CO accuracy,log CO2 accuracy,log H2O accuracy,log CH4 accuracy,log NH3 accuracy,T accuracy
10,47,1565.5425310123228,-4.972121714801001,-5.147739331570164,-3.802462735688032,-4.388350992089102,-4.889686786756773,47,1519.5917947764267,1559.897990994505,1595.6982236499157,-9.98318817360422,-6.116569424205861,-4.839365937901753,-5.311898139279622,-5.059621406594628,-4.810960956030485,-3.8694847330893865,-3.7653376777306886,-3.651003715051869,-10.486033802956856,-7.350072304524337,-4.301899640232715,-5.030262817867353,-4.813142927986411,-4.655936993871609,47.0,222.663,5.269286157349835e+30,1.82,6600.0,2.303,4.62767,0.0752135545335673,1.42,28.30953895733559,4.3007363435702,4.3007363435702,2.3,0.2,0.25,0.8,3.09206708136207,0.2504685916245686,2.5719111178512333,0.1092405090187587,0.18716291199787216,38.0532144367445,0.9578451031310041,0.35181227476064986,0.4449794946106135,0.33984698799754176,0.40896915929172833,0.14833280450461173
11,48,2116.135507003932,-3.332319343901247,-6.179405514440209,-3.559377297562593,-4.517915239942667,-6.518319810938506,48,2079.852027413039,2124.2336408280016,2164.206764794286,-3.433615091899617,-3.346061897372333,-3.244721470368268,-9.78707877682811,-6.752399218633146,-5.98108147846316,-3.704034976398836,-3.5789558194371374,-3.462121628202281,-10.423409938876128,-7.052512343423334,-4.123765067964548,-10.895700605696776,-8.615772524299883,-5.92416085685343,48.0,268.325,1.928757574577109e+30,1.01,5616.0,1.154,0.78883852,0.0165407508102987,1.415,14.285928642123697,1.9879981877165325,1.9879981877165325,2.3,0.2,0.25,0.8,3.14982243545579,1.902998649182475,0.0944468107656744,0.12095667409827748,2.485769874421673,42.177368690623325,0.8046793606363727,0.3011004261296214,0.14550574402328645,0.16186392376031258,0.8437839459492849,0.19200187388337014
12,50,1626.1274037391556,-4.990457572868442,-4.129001795683445,-6.600562835289468,-4.461360947363762,-4.178546752206486,50,1594.049013023424,1624.2743992106434,1653.912751822352,-5.697499517100329,-5.092808478210232,-4.862102702004963,-4.279422685557095,-4.113570319975522,-3.940512720839856,-10.913307042311192,-8.736037028660832,-6.670255705612079,-10.41543076962539,-7.629503696843733,-4.506804797816232,-4.239705319076115,-4.156713388694324,-4.074114387766297,50.0,836.501,2.053530293963412e+30,1.61,5931.0,2.279176926,3.994474,0.0498011283124499,1.6947392859999997,19.669249663410525,5.096681933593334,5.096681933593334,2.3,0.2,0.25,0.8,2.9543129859045787,0.16945498235861955,0.4176984075476833,2.1215256683495567,0.0827954656549088,29.93186939946395,1.072378845638767,0.0910653407361339,0.2450354214723844,1.0065747613756935,0.2637024061578923,0.061907410585768055
13,56,1790.4866412506174,-8.093769558149365,-5.673460814453634,-5.410104767344134,-3.8058598509948895,-7.556086829261779,56,1758.4963300583736,1792.34185905625,1825.5087669049408,-11.112757501756832,-9.478308780206476,-7.831568514668482,-5.7950938953463655,-5.674719380462549,-5.544914702285349,-5.489280228862792,-5.411761691603702,-5.33137800714098,-4.504287165862667,-3.935660228406016,-3.521164272341823,-11.206970984457842,-9.364959846057673,-7.573673713484276,56.0,365.226,2.106347431153829e+30,1.96,6014.9,0.342002787,4.1394473,0.0514324626814357,1.1398003359999995,6.525106902691968,5.967035124419451,5.967035124419451,2.3,0.2,0.25,0.8,0.4915614467604221,0.1250895965305081,1.640594493544175,0.07895111086090578,1.8166486354867826,33.5062184232836,0.26405727761312525,0.010061316398988641,0.8439253133576547,0.02098671242874877,0.9957198004396677,0.05536935807544075
14,58,1580.4084882864877,-6.944249565132366,-6.213842868574938,-4.4025937254609895,-5.359732255757479,-5.690841913384677,58,1550.472574815135,1580.0440721114437,1610.0068724515438,-10.979208806902877,-9.032734962966677,-6.832354532775766,-6.417064143671945,-6.193207802243974,-5.9807564006639655,-4.465769817264102,-4.392370073439933,-4.3275217154721,-10.353097573607796,-7.594331354911481,-5.0170211998607686,-5.904231870954877,-5.714932886984891,-5.57036017128433,58.0,506.965,2.465628239665583e+30,1.44,6096.0,1.056,3.646706,0.0498173127674069,1.332,14.75268318251444,4.107818473875544,4.107818473875544,2.3,0.2,0.25,0.8,2.6680381868735137,0.2181538715039899,2.0734271370635553,0.06912405089600071,0.16693584983527376,29.76714881820442,0.8375438965409154,0.09458950321945964,1.0072624981614167,0.14790296414251497,0.14431276220168435,0.012242226397615486
15,60,1358.5147027543426,-5.116922740305537,-8.495849263497275,-3.060665912838025,-5.08562475651686,-4.042658420029532,60,1338.3700979151167,1358.6863760472754,1377.68171671131,-10.868865257264437,-8.191377873712437,-5.54958638732196,-11.09828519789992,-9.201689372327754,-7.459384907064543,-3.11669222274965,-3.055162762140605,-2.988570216930313,-10.641375704522606,-7.82318712793726,-4.716389676939509,-4.131073076830478,-4.024010185252555,-3.92912915831568,60.0,528.825,2.0480621668189925e+30,1.08,5693.0,0.73,3.3326414,0.0441005527360089,1.216,12.236895679312076,3.236247996641445,3.236247996641445,2.3,0.2,0.25,0.8,2.962493013791548,1.8194501454176883,2.6596394349712384,0.06406100290966843,0.10097195925739877,19.655809398096608,0.9240738657191732,0.38794143967513905,1.1559668927228655,0.0859048476836966,0.18468726282154155,0.008733972204139375
16,66,2095.3221349174933,-7.414979740642687,-5.125443012047335,-7.9357431807851135,-4.346501079829696,-8.27471556459248,66,2079.6854311776838,2103.659483515451,2127.819209144646,-11.010222732145651,-9.218316541363324,-7.553887436246138,-5.218978293090023,-5.137802725541129,-5.049523669995615,-11.22606026887082,-9.553654754075152,-7.9876042614835585,-5.945497933290975,-4.659160216091297,-4.046221995626192,-11.029690368547614,-9.260095323618902,-7.512458517719653,66.0,1342.29,3.10191939828896e+30,2.26,6460.0,1.59,3.2642736,0.0499503423346519,1.58,15.786959608667338,5.664166047262239,5.664166047262239,2.3,0.2,0.25,0.8,0.9496379688323913,0.08472731154720403,1.7281676479497565,1.6192280036936304,1.7586159254139808,24.06688898348102,0.32924034897849025,0.14587637997823028,1.0434964471531787,0.9991870012125602,0.5603154985614396,0.3464240269558871
17,73,1547.8863185371672,-4.30102142894773,-7.599191335029578,-4.04579137508504,-3.4796923105442725,-4.286746526886907,73,1518.2271363540658,1549.037352851416,1579.3784149957771,-4.501444305196991,-4.328529553865433,-4.166415243151096,-10.994063957983617,-8.909571177098904,-7.219233153667036,-4.163135900327314,-4.055297214120484,-3.963095481874813,-10.043434417971635,-6.013729348110378,-3.693816150149162,-4.395163542869169,-4.288257594284325,-4.181098217631757,73.0,488.66,3.618905964670453e+30,1.55,6250.0,2.0500000000000003,3.8559,0.0587597859773548,1.41,25.55825407479792,3.9557103390610746,3.9557103390610746,2.3,0.2,0.25,0.8,3.1748091339112365,1.88741540215829,0.1675145310229471,0.10002020922625032,0.10703266261870636,30.575639320855657,0.7981698838204723,0.6942720932397213,0.16421336554937263,0.09503918367079103,0.014117815631666345,0.03764547004790501
18,79,1612.2615277842804,-5.351174754478784,-5.236739061369027,-8.15673497047435,-4.942038397509364,-8.457415050695172,79,1583.97748663697,1613.1755386483562,1640.6158975171802,-5.446351057975841,-5.3549245217284485,-5.2562301570627445,-5.35371515713332,-5.225044185247122,-5.085369953760106,-11.33473453216358,-9.62292189556198,-8.044454425292175,-10.45312881383768,-7.329309259897902,-4.914634124927827,-11.22494630833223,-9.425038305514862,-7.607422554193225,79.0,537.963,2.366207746130681e+30,1.59,5630.0,0.86,3.20466,0.0450826595087359,1.3,12.61325843164986,4.368381169157275,4.368381169157275,2.3,0.2,0.25,0.8,2.7692473444549264,0.13417260168660716,0.0950604504565482,1.6451400534357026,1.8087618770695024,28.319205440105065,0.8620648737530617,0.08716292279418829,0.03944613381964456,0.891223164876238,0.534964423502447,0.032275300449689154
19,83,1054.8189732117826,-6.800787949401496,-8.11397348078765,-5.022948343950137,-5.589756980896599,-5.690945081308472,83,1030.5435377883375,1061.1548695984218,1086.6935243336566,-10.90033263147675,-8.71535318709085,-6.762089273794293,-10.763478999617831,-8.78840839032781,-7.817529859809971,-5.137764762356497,-5.033010364189991,-4.92130539220461,-10.09563548175514,-7.112159092256678,-5.310905235086334,-5.816608100024694,-5.6880947300764575,-5.574756378731796,83.0,201.338,1.6702642913863629e+30,0.8,4953.0,2.132,3.3098443,0.0410144953954882,1.0739999999999998,45.81357524833632,2.607610401718914,2.607610401718914,2.3,0.2,0.25,0.8,2.392365123334403,1.47297456990393,2.069121678841229,0.10822968507594322,0.12092586064644895,28.074993272659526,0.6363585961486526,0.4578727449341831,0.9253033580710288,0.0929691353420592,0.023571064260176553,0.2256775745271269
20,86,2003.7468569292423,-4.607212496823043,-4.466053110240637,-3.363154310338601,-4.914982541420341,-4.257859805404383,86,1965.8656772372055,1998.8510381327287,2031.597907255346,-10.228934612367825,-6.016406960716735,-4.5809277710523215,-4.598963246329013,-4.419931604757743,-4.25145338277785,-3.4111333984516263,-3.329511927990572,-3.251410272351545,-10.510149353217017,-7.372018774459448,-4.4223421552019575,-4.323113271902566,-4.183197899572778,-4.06278932581252,86.0,627.308,3.264969007686199e+30,1.99827,7305.0,2.033429021,4.3744665,0.0617554792375798,1.6341273519999997,18.87438312313473,5.466288837212156,5.466288837212156,2.3,0.2,0.25,0.8,3.0439035990075296,0.17375493177558132,2.8240034206577516,0.07986156305004077,0.13016197304502297,32.8661150090702,0.8071990958715739,0.26543997923733037,0.49900593376953867,0.42125875155922793,0.5736076680842846,0.14896250424373172
21,99,4253.804589181676,-7.101011870903885,-6.30859952688952,-4.141548907068477,-4.967383423387333,-8.663712593784954,99,4144.18268830041,4251.769630958663,4336.994011813416,-11.183173227245,-9.157222396986056,-7.306458922121798,-6.409155124230073,-6.237921440409523,-6.071626495331445,-4.193196453456637,-4.130965792594951,-4.067585510930504,-10.471432833284307,-7.074901125690214,-4.9507474459290775,-11.081665438953348,-8.962332688974843,-6.944343570164422,99.0,1295.5,4.428341736497043e+30,5.28,8528.0,3.915391115,2.682814,0.0493446224766352,2.098299619,22.04223837915651,11.147323751722745,11.147323751722745,2.3,0.2,0.25,0.8,2.760342693677615,0.1687643144493136,1.938357152561601,0.06280547126306635,2.0686609343944626,96.40566175650338,0.7634985710759803,0.41879757998971906,1.0608006493358682,0.1685062505016006,0.14435429713245942,0.02110828540499563
22,100,1239.5350909344932,-5.728687068990308,-7.664997128188441,-8.048571458313058,-5.9248479493134605,-7.798621959269575,100,1217.7215042043083,1241.093500907657,1266.5693880887454,-5.88184206272174,-5.725134377987333,-5.5829501431311055,-8.041840007882897,-7.676629036953925,-7.355119374358151,-11.247971716390582,-9.666627774720633,-8.23161847728858,-10.57463823402444,-7.966276797580154,-5.840594502803425,-11.075830430697836,-9.20212663763002,-7.532887649537156,100.0,260.641,2.041500414245689e+30,1.59,5906.8,3.007162927,8.76905,0.0839557798933297,1.87429174,21.21769115643184,6.609601756096036,6.609601756096036,2.3,0.2,0.25,0.8,2.367021865610507,0.3433603167623729,0.14944595979531705,1.5081766195510014,1.77147139058034,24.423941942218562,0.8624461302727188,0.03387668346524333,0.023772412501760067,1.0728559874434904,0.792281876988514,0.06380665237620944
23,107,1278.5225902446075,-6.603030381517428,-6.101045869742834,-6.187005404218629,-4.81053907608747,-6.6542148508519325,107,1264.6782460356735,1286.606382301199,1307.9256143075309,-7.032476813572844,-6.624213400697225,-6.364083323186845,-6.2427484174171815,-6.104746818490715,-5.953771635315794,-6.31241070813127,-6.1738077376407405,-6.04965750124454,-9.319109465280205,-5.746130754507313,-4.513123998954758,-9.34561993735175,-6.840864982269451,-6.516784280998091,107.0,471.158,1.9685257719910705e+30,1.11,5715.0,0.613,4.2986432,0.0515709618987244,1.26,9.570506701234208,3.669590179341299,3.669590179341299,2.3,0.2,0.25,0.8,2.402992733162723,0.14448839105069355,0.33419674519299924,0.131376603443365,1.4144178281768292,21.62368413592867,0.389344364428624,0.02561415987103105,0.06338487577897804,0.10045674977111246,0.13196251326816846,0.3738397215652918
24,108,1278.5961494703963,-5.6589362669505645,-5.826016056589014,-8.237549449323847,-3.273100850915764,-8.251721134254096,108,1244.9471280203627,1281.610678494365,1313.8096372624088,-5.88074731443231,-5.6697115931257285,-5.479925380130209,-6.0328213757895455,-5.823954267132719,-5.581431218390429,-11.31299681730986,-9.633967294583,-8.211883298412774,-3.866888429234358,-3.321055767770541,-2.8960978729506763,-11.12848708368672,-9.295773618033705,-7.402994631914233,108.0,81.7647,2.2469031538887973e+30,1.11,5302.0,2.192,3.21222,0.0443815266148704,1.15,41.082836061791255,3.16003323493515,3.16003323493515,2.3,0.2,0.25,0.8,0.4853952781418409,0.2256950786995584,0.20041096715105056,1.5505567594485434,1.8627462258862435,34.43125462102307,0.09879559817383217,0.009135287610940988,0.05376615026782722,0.9005912468214256,0.5604909940337566,0.08755211092795963
25,112,1418.5804372620146,-5.339643334217572,-5.7671597527559815,-3.1987629892005174,-3.955070967560762,-6.510683097792315,112,1405.8760423682982,1419.1162648281131,1433.5646245130135,-10.67800894728896,-7.701432757840326,-5.542478571078384,-5.875500556249098,-5.708260466470425,-5.52458155103868,-3.236471904399304,-3.191670341419264,-3.149929169572373,-10.43507165167923,-7.135079614599131,-4.392468456308119,-10.950472720214828,-8.598530049436189,-6.466859201089224,113.0,894.68,1.815895430316288e+30,1.44,5674.0,0.351743874,4.253182,0.0498431332619228,1.157206022,6.510595592260406,4.734655274059296,4.734655274059296,2.3,0.2,0.25,0.8,3.0213015976855555,0.17545950260520904,2.5677651881052883,0.04327136741346571,2.241806759562802,13.844291072357692,1.0525293633294968,0.3356859298642957,0.9197840342112743,0.1639108769889718,0.931323336740695,0.03870386452422955
26,117,1109.894727196526,-3.146750517367911,-4.636204307416069,-7.206584111985043,-3.2927004700997777,-7.855883877500839,117,1097.4383391104827,1111.8868611021849,1125.5025090972736,-3.2279434867745618,-3.160915487283237,-3.080187544097159,-4.77696259934142,-4.6493014811926585,-4.508935673803229,-11.163202786293663,-9.25499230464282,-7.407470816584714,-4.696845903556045,-3.588947904040825,-3.1273083513865125,-11.129417713672591,-9.156390545231371,-7.135917989147483,118.0,866.835,2.237085380152226e+30,1.86,6120.1,0.3461429239999999,4.42477,0.0548597384147126,1.147677948,6.513747679027526,5.686946707784721,5.686946707784721,2.3,0.2,0.25,0.8,0.7847687760847661,0.13401346276909543,0.07387797133870144,1.8778659848544748,1.9967498622625541,14.032084993395415,0.37749645879010907,0.09773028400255629,0.19173468976814592,1.090817028040752,0.6513117603308131,0.14196991442088094
27,121,1928.0608748026548,-5.762071407021942,-5.034439504621255,-3.3203264880886607,-4.355585690298581,-8.4361991445914,121,1907.5789798520448,1929.2872708529055,1950.5947325188845,-10.861425866058813,-8.610276491991874,-6.366911220817102,-5.127307384272536,-5.004402197252164,-4.897155604060581,-3.359552736218532,-3.317670245177151,-3.272799615043946,-10.403634578661892,-7.318057839011315,-4.373471355211971,-10.966726228981983,-8.573433645761131,-6.286590724752599,122.0,406.497,1.619957521657702e+30,1.02,5295.0,0.312725712,3.8960447,0.0452567026009147,1.083755989,6.599577244987006,3.460427436216611,3.460427436216611,2.3,0.2,0.25,0.8,3.0150816117249604,0.11507589010597741,2.247257322620855,0.04337656058729289,2.340067752114692,21.50787633341986,0.9825512308497257,0.2610217252408715,1.267413863245631,0.06123682642297159,0.058645524705732845,0.057020787698370524
28,122,1212.154265525527,-8.730574426920661,-5.491068849459705,-3.869829045962762,-4.126514023275335,-4.8155937240678925,122,1191.9870032139384,1211.1743291306666,1231.4074964750669,-11.01706318977896,-8.824453318528391,-6.62342751009948,-5.652629869397473,-5.463787537255502,-5.290238494305366,-3.938434400316981,-3.867593998820653,-3.8008805715135368,-10.435035596329897,-7.062536201066905,-4.214937486179032,-4.914259098360636,-4.82109239299329,-4.730828421038401,123.0,841.958,1.7280077140314343e+30,1.27966,5504.0,0.318843459,1.7025777,0.0266288410146468,1.09568372,6.58298160800204,3.188650478125589,3.188650478125589,2.3,0.2,0.25,0.8,3.1100490550754323,0.18119568754605364,2.19681783983974,0.06877691440172207,0.09171533866111714,19.710246630564257,0.9440436873496064,0.15056270142890912,0.04273403552411908,0.03249705459384037,0.059953645765997106,0.049717104672902544
29,134,877.2454695276597,-7.227407007149848,-5.5984118895083945,-5.351605126481084,-4.678397077642198,-6.322695582502229,134,866.206838478911,876.6030701386743,887.6107051437755,-11.061843976163786,-9.03520660273877,-7.311433309609793,-5.684413747875367,-5.589937391207014,-5.485945231825792,-5.3960899143796,-5.336121850225969,-5.278093565842422,-5.183058058147097,-4.749469797719762,-4.40743364616773,-6.4196634602921145,-6.304694799627152,-6.1991037864551135,135.0,161.498,3.420064977600648e+30,2.59,6272.0,1.017,3.308958,0.0520726348413193,1.545,10.560379680666806,6.261327864217322,6.261327864217322,2.3,0.2,0.25,0.8,0.38781220598968336,0.09923425802478736,1.8752053332769965,0.05899817426858922,0.11027983691850052,10.701933332432247,0.1832658152060704,0.08539891837820199,0.9640542096953827,0.2624365320972093,0.16322823263132374,0.06002648017238046
