planet_ID,Star Distance [pc],star_mass_kg,Star Radius [Rs],Star Temperature [K],Planet Mass [Mjup],planet_orbital_period,Planet Semi-major Axis [au],Planet Radius [Rjup],planet_surface_gravity,Transit Duration [hrs],Eclipse Duration [hrs],Mean Molecular Weight,Planet Albedo,Planet Geometric Albedo,Heat Redistribution Factor
17,366.962,2.2442933659335063e+30,1.72,6125.9,0.3517228969999999,9.07788,0.0886710624484844,1.1571703359999999,6.5106088619634015,6.689102065528205,6.689102065528205,2.3,0.2,0.25,0.8
18,598.582,1.6881997484200593e+30,0.97,5427.0,0.328111938,1.0649771,0.0193256392585807,1.1133394109999997,6.561186968244671,2.1427403318546054,2.1427403318546054,2.3,0.2,0.25,0.8
19,446.821,2.107714462939934e+30,1.19,5977.0,0.026400000000000003,7.810253,0.0785569459512367,0.252,10.304297590235851,4.296349052595902,4.296349052595902,2.3,0.2,0.25,0.8
20,275.493,4.7036600273566863e+30,1.7,8728.0,0.27440516800000003,5.26491,0.0789172035788875,1.003418622,6.755282576892904,4.276250614298973,4.276250614298973,2.3,0.2,0.25,0.8
21,561.854,2.730335303702261e+30,1.6,6595.0,2.888629183,8.61346,0.0914020986730528,1.845056254,21.03236538993284,5.985636054650492,5.985636054650492,2.3,0.2,0.25,0.8
22,404.622,1.737313472226301e+30,1.0,5522.0,0.255504175,8.7264492,0.0793018862868079,0.9607296380000001,6.861375241390454,4.289746084319409,4.289746084319409,2.3,0.2,0.25,0.8
23,759.341,1.8929661969045443e+30,1.85,5740.0,0.332139629,18.010652,0.1322816656507397,1.1210118299999998,6.551124487848952,9.501009517411235,9.501009517411235,2.3,0.2,0.25,0.8
24,703.242,3.4335861647213944e+30,1.98,7517.0,0.127072763,1.6224281,0.0324184342284224,0.635878513,7.789681853367785,3.6881875238422355,3.6881875238422355,2.3,0.2,0.25,0.8
25,587.369,2.1297112471345312e+30,1.93,6033.7,0.15876617000000004,1.1736318,0.0222789079443762,0.723946289,7.508632054887157,3.8669177105816064,3.8669177105816064,2.3,0.2,0.25,0.8
26,87.4715,1.7904079925936803e+30,1.44,5624.7,4.208741332,0.8490649,0.0169450819329074,2.170652317,22.14049111452449,3.064394617822,3.064394617822,2.3,0.2,0.25,0.8
27,707.688,1.710032488800324e+30,0.77,5180.0,0.0176,16.00460052,0.1182048448166849,0.19899999999999998,11.015952697664831,3.8006425233725465,3.8006425233725465,2.3,0.2,0.25,0.8
28,154.83,1.6702642913863629e+30,0.8,5181.0,0.0244,4.7369729,0.0520874300117962,0.241,10.41289019159517,2.6653524333067913,2.6653524333067913,2.3,0.2,0.25,0.8
29,830.638,2.6644692267353885e+30,1.46,6406.0,0.0322,22.20813214,0.170483435757886,0.284,9.895431550436452,6.8906677129380896,6.8906677129380896,2.3,0.2,0.25,0.8
30,719.166,1.94864167328409e+30,0.9,5815.0,0.011700000000000002,13.751243,0.1115858769171639,0.156,11.916595901994784,4.009885963444306,4.009885963444306,2.3,0.2,0.25,0.8
31,606.128,1.7696847849212654e+30,1.72,5250.0,0.0242,5.628466,0.0595702287759901,0.24,10.413780752132109,5.872721503855669,5.872721503855669,2.3,0.2,0.25,0.8
32,385.231,1.6304960939724016e+30,0.82,5243.0,0.0233,18.369917,0.1275406564459877,0.235,10.457689520946584,4.317409315757369,4.317409315757369,2.3,0.2,0.25,0.8
33,273.946,1.988409870698051e+30,1.04,5918.0,0.031200000000000002,65.70459747,0.3186909570698856,0.279,9.9348596196844,7.823148566319631,7.823148566319631,2.3,0.2,0.25,0.8
34,1027.8,2.028178068112012e+30,1.02,5840.0,0.0502,99.747622,0.4237479975375077,0.368,9.188055866779058,8.8394111559342,8.8394111559342,2.3,0.2,0.25,0.8
35,1026.43,1.9287575745771092e+30,1.3,5551.0,0.0193,10.681572,0.0939694303215774,0.21,10.847615099539196,5.338839870959426,5.338839870959426,2.3,0.2,0.25,0.8
36,167.948,2.01515398345894e+30,1.31434,5853.8,0.026716765000000003,38.5540291,0.2243442820272708,0.25263386299999996,10.375673382774515,8.180479560626905,8.180479560626905,2.3,0.2,0.25,0.8
37,965.56,2.32643954871672e+30,1.33,6117.0,0.0166,47.318218,0.2698071423820071,0.192,11.161464390844072,8.407608847808907,8.407608847808907,2.3,0.2,0.25,0.8
38,225.888,3.559253668549512e+30,1.95,7300.0,2.3000000000000003,1.902603,0.0364884736023184,1.875,16.215891852840684,4.012048337465326,4.012048337465326,2.3,0.2,0.25,0.8
39,1097.23,2.1872508577678563e+30,1.15,5998.0,0.0104,37.3331536,0.2256835549865884,0.145,12.260632701638578,6.844697044169511,6.844697044169511,2.3,0.2,0.25,0.8
40,749.29,2.073911495138067e+30,1.41,5972.0,0.8063490420000001,1.726988,0.0285685828815743,1.3314769969999998,11.27382492010494,3.3513848259423713,3.3513848259423713,2.3,0.2,0.25,0.8
41,172.138,1.7729855453066242e+30,0.848906,5591.0,0.017662506,9.2375582,0.0829288421817089,0.19733819299999997,11.242051632210384,3.439247166284715,3.439247166284715,2.3,0.2,0.25,0.8
42,710.345,2.931661803110439e+30,1.53,6865.0,0.12629136600000002,1.0191022,0.0225570443898036,0.6336963339999999,7.795192038726402,2.6063408397835457,2.6063408397835457,2.3,0.2,0.25,0.8
43,1177.53,1.7299165875073044e+30,0.82,5513.0,0.023200000000000002,37.88660049,0.2107670632373512,0.234,10.501995248861496,5.387067308770704,5.387067308770704,2.3,0.2,0.25,0.8
44,436.016,1.8492211797491877e+30,0.9,5526.0,0.00972,13.14497566,0.1064077862707172,0.14,12.29209027082498,4.012661606268602,4.012661606268602,2.3,0.2,0.25,0.8
45,501.229,1.829337081042207e+30,1.04,5868.0,0.0183,105.0149994,0.4237106690650243,0.203,11.007141799449858,9.337121989080345,9.337121989080345,2.3,0.2,0.25,0.8
46,31.5666,1.4369575338872614e+30,0.630294,4695.0,0.022096493,6.3980596,0.0605265487110973,0.22502483099999998,10.816282209055124,2.452944060628608,2.452944060628608,2.3,0.2,0.25,0.8
47,222.663,5.269286157349835e+30,1.82,6600.0,2.303,4.62767,0.0752135545335673,1.42,28.30953895733559,4.3007363435701995,4.3007363435701995,2.3,0.2,0.25,0.8
48,268.325,1.9287575745771092e+30,1.01,5616.0,1.154,0.78883852,0.0165407508102987,1.415,14.285928642123697,1.9879981877165323,1.9879981877165323,2.3,0.2,0.25,0.8
49,651.999,1.988409870698051e+30,1.2,5770.0,0.10400000000000002,296.637865,0.8689963258948978,0.567,8.018308637370211,15.243733533179674,15.243733533179674,2.3,0.2,0.25,0.8
50,836.501,2.053530293963412e+30,1.61,5931.0,2.279176926,3.994474,0.0498011283124499,1.6947392859999997,19.669249663410525,5.096681933593334,5.096681933593334,2.3,0.2,0.25,0.8
51,969.0,1.6702642913863629e+30,0.77,5307.0,0.09950000000000003,135.498527,0.48717917146798,0.5509999999999999,8.12335495560568,8.155504884816207,8.155504884816207,2.3,0.2,0.25,0.8
52,389.119,1.5718777709842232e+30,0.84,5202.0,0.15815049,0.3125737,0.0083343862794699,0.722414481,7.511267058780743,1.275762569871338,1.275762569871338,2.3,0.2,0.25,0.8
53,157.682,1.6503801926793823e+30,0.86,5271.0,0.00661,4.34934,0.0490095638841201,0.108,14.046544387632531,2.7487459798971696,2.7487459798971696,2.3,0.2,0.25,0.8
54,713.167,1.4913074030235383e+30,0.72,4906.0,0.011500000000000002,3.76419105,0.0430302722751253,0.154,12.019099931511017,2.2881047730055655,2.2881047730055655,2.3,0.2,0.25,0.8
55,68.0726,1.4655906360253134e+30,0.737189,4803.0,0.021498833,6.4438568,0.0612163210689335,0.221253427,10.88555110726796,2.841549722500154,2.841549722500154,2.3,0.2,0.25,0.8
56,365.226,2.106347431153829e+30,1.96,6014.9,0.342002787,4.1394473,0.0514324626814357,1.1398003359999997,6.525106902691968,5.967035124419451,5.967035124419451,2.3,0.2,0.25,0.8
57,22.4035,1.9685257719910705e+30,0.91,5640.0,0.0166,7.10793,0.0721129165710779,0.192,11.161464390844072,3.256082050080955,3.256082050080955,2.3,0.2,0.25,0.8
58,506.965,2.465628239665583e+30,1.44,6096.0,1.056,3.646706,0.0498173127674069,1.332,14.75268318251444,4.107818473875544,4.107818473875544,2.3,0.2,0.25,0.8
59,52.616,1.17316182371185e+30,0.58,3950.0,0.09691,4.052037,0.0417226777212411,0.419,13.682205059401651,2.1481548827990555,2.1481548827990555,2.3,0.2,0.25,0.8
60,528.825,2.0480621668189925e+30,1.08,5693.0,0.73,3.3326414,0.0441005527360089,1.216,12.236895679312076,3.2362479966414455,3.2362479966414455,2.3,0.2,0.25,0.8
61,292.085,2.897361732840898e+30,2.21,6819.0,0.06804913800000001,2.78186,0.0438857473390495,0.439439599,8.734535136651777,5.125866067600702,5.125866067600702,2.3,0.2,0.25,0.8
62,352.0,1.0936254288839282e+30,0.52,3724.0,0.106,76.378033,0.2886727419242605,0.574,7.974392867680224,5.430115729932492,5.430115729932492,2.3,0.2,0.25,0.8
63,1151.73,2.028178068112012e+30,1.01,5828.0,0.010700000000000001,31.7785901,0.1976646655038252,0.148,12.108097077921652,5.854223669232122,5.854223669232122,2.3,0.2,0.25,0.8
64,426.798,2.5225464722143148e+30,1.87,6349.8,0.215326518,7.5428086,0.0814830973125608,0.8642917879999998,7.144836446867903,6.448852796614805,6.448852796614805,2.3,0.2,0.25,0.8
65,824.688,1.6106119952654213e+30,0.75,4963.0,0.0816,5.90741354,0.05962098637678,0.491,8.38962833758683,2.8155528050588474,2.8155528050588474,2.3,0.2,0.25,0.8
66,1342.29,3.10191939828896e+30,2.26,6460.0,1.59,3.2642736,0.0499503423346519,1.58,15.786959608667338,5.664166047262239,5.664166047262239,2.3,0.2,0.25,0.8
67,362.075,1.464265028782045e+30,0.82,4798.0,0.210293525,15.9537277,0.1119989003894291,0.851841058,7.183305061897622,4.583949155013849,4.583949155013849,2.3,0.2,0.25,0.8
68,308.013,2.367450502299867e+30,1.34,6225.0,0.219245877,3.1661578,0.0447247325225465,0.8739875849999998,7.11437012180432,3.6042978327987876,3.6042978327987876,2.3,0.2,0.25,0.8
69,557.087,2.744502724030985e+30,1.83,6614.0,0.297882622,8.7614828,0.0926059111481725,1.053351797,6.654475559421091,6.517021284509845,6.517021284509845,2.3,0.2,0.25,0.8
70,1357.01,1.8889893771631484e+30,0.98,5913.0,0.011899999999999999,3.701212,0.046037289266043,0.158,11.815397442964864,2.849227474192457,2.849227474192457,2.3,0.2,0.25,0.8
71,114.048,2.0692884421886944e+30,1.15,5962.7,0.19004939399999998,8.0277069,0.0795121983510959,0.8017606789999999,7.328119286766473,4.417648588127085,4.417648588127085,2.3,0.2,0.25,0.8
72,2300.53,1.8492211797491877e+30,0.91,5612.0,0.09280000000000001,49.7701438,0.258491429136364,0.529,8.219628315317058,6.588618791023269,6.588618791023269,2.3,0.2,0.25,0.8
73,488.66,3.618905964670453e+30,1.55,6250.0,2.0500000000000003,3.8559,0.0587597859773548,1.41,25.55825407479792,3.9557103390610746,3.9557103390610746,2.3,0.2,0.25,0.8
74,758.854,1.749800686214285e+30,0.87,5433.0,0.061200000000000004,10.08881,0.0875709552729616,0.414,8.850469042103244,3.732562779407858,3.732562779407858,2.3,0.2,0.25,0.8
75,775.328,2.306555450009739e+30,1.31,6092.0,0.0079,7.466623,0.0785611888124287,0.124,12.735009356242085,4.469874482930481,4.469874482930481,2.3,0.2,0.25,0.8
76,200.273,1.767815679642809e+30,1.07,5581.0,0.29492968399999997,796.418,1.6176700835889637,1.047303076,6.664833044696595,20.555669693256387,20.555669693256387,2.3,0.2,0.25,0.8
77,868.477,1.6304960939724016e+30,0.83,4974.0,0.0122,3.20538,0.0398257106208932,0.16,11.812325687852328,2.4231897530161612,2.4231897530161612,2.3,0.2,0.25,0.8
78,942.173,2.9030784112191546e+30,1.55,6158.0,0.026400000000000003,140.101261,0.5989421572963605,0.252,10.304297590235851,13.091503521116639,13.091503521116639,2.3,0.2,0.25,0.8
79,537.963,2.366207746130681e+30,1.59,5630.0,0.86,3.20466,0.0450826595087359,1.3,12.61325843164986,4.368381169157275,4.368381169157275,2.3,0.2,0.25,0.8
80,115.369,9.361433671246423e+29,0.49357599999999996,3477.0,0.09229788399999998,4.5062989,0.0415361778140602,0.526313975,8.258810255136362,2.107556430395023,2.107556430395023,2.3,0.2,0.25,0.8
81,130.409,1.8009028198912247e+30,1.14,5645.0,0.020814424,3.9919239,0.0476486580166277,0.216942116,10.962060656388395,3.465372948609798,3.465372948609798,2.3,0.2,0.25,0.8
82,31.964,2.470984518754776e+30,1.28,6308.31,0.011983618000000001,3.58529,0.0492877069138658,0.158034887,11.893168270978167,3.3573037892331254,3.3573037892331254,2.3,0.2,0.25,0.8
83,201.338,1.6702642913863629e+30,0.8,4953.0,2.132,3.3098443,0.0410144953954882,1.0739999999999998,45.81357524833632,2.607610401718914,2.607610401718914,2.3,0.2,0.25,0.8
84,799.699,1.8889893771631484e+30,0.88,5475.0,0.0228,16.45809937,0.1244897389705961,0.23099999999999998,10.59074312805608,4.242976489834073,4.242976489834073,2.3,0.2,0.25,0.8
85,108.159,1.707845237942556e+30,0.8398539999999999,5465.0,0.021318454000000004,14.058151,0.1083595980754825,0.22011716,10.905948751069468,3.9737969138750415,3.9737969138750415,2.3,0.2,0.25,0.8
86,627.308,3.264969007686199e+30,1.99827,7305.0,2.033429021,4.3744665,0.0617554792375798,1.6341273519999997,18.874383123134734,5.466288837212156,5.466288837212156,2.3,0.2,0.25,0.8
87,548.364,1.908873475870129e+30,0.98,5642.0,0.0194,56.4349938,0.2840721336416722,0.211,10.800711525736022,7.066647030029034,7.066647030029034,2.3,0.2,0.25,0.8
88,1033.93,1.8889893771631484e+30,0.92,5627.0,0.021400000000000002,38.3774623,0.2189094981550429,0.22299999999999998,10.666442453891928,5.869917639942726,5.869917639942726,2.3,0.2,0.25,0.8
89,84.5243,9.369387310729216e+29,0.46769,3478.0,0.027409235000000004,12.8900536,0.0837219415917796,0.2562007969999999,10.350265945940926,2.6993060634980903,2.6993060634980903,2.3,0.2,0.25,0.8
90,758.3,1.7696847849212654e+30,0.76,5756.4,0.0222,69.8956,0.3194496830227945,0.22799999999999998,10.58519414378484,6.085851783726011,6.085851783726011,2.3,0.2,0.25,0.8
91,2004.72,2.1275985616469148e+30,1.11,5998.0,0.0259,2.53475627,0.0372155662239649,0.25,10.271533670916206,2.7559622360700025,2.7559622360700025,2.3,0.2,0.25,0.8
92,480.307,1.8492211797491877e+30,0.91,5650.0,0.0241,11.2510285,0.0959242400366598,0.239,10.457714664925238,3.893310208824104,3.893310208824104,2.3,0.2,0.25,0.8
93,338.84,1.7074316486894507e+30,1.03,5464.2,0.27372971,1.9026583,0.0285619192907402,1.00189306,6.7591914554092005,2.691220220790792,2.691220220790792,2.3,0.2,0.25,0.8
94,10.6194,5.368706650884738e+29,0.3,3415.0,0.0061,7.4507245,0.0482569081045082,0.13599999999999998,8.174619853185002,1.720779839945205,1.720779839945205,2.3,0.2,0.25,0.8
95,36.9941,1.6503801926793823e+30,0.87,5212.0,0.13352999999999998,55.087,0.2662960224740685,0.347,27.487512940479498,6.650289118669713,6.650289118669713,2.3,0.2,0.25,0.8
96,99.66,1.7021583857123596e+30,0.7826809999999998,5454.0,0.021069436,10.1843061,0.0873078641820535,0.218548516,10.933840493433568,3.3355398187586545,3.3355398187586545,2.3,0.2,0.25,0.8
97,1442.02,1.8094529823352264e+30,0.87,5438.0,0.0596,3.58410122,0.0444194533311629,0.408,8.874450696718148,2.6153982775885884,2.6153982775885884,2.3,0.2,0.25,0.8
98,896.974,2.783873239470806e+30,1.33,6666.8,0.16587428700000004,2.33658,0.0385510313082283,0.741631215,7.475127675771086,3.0389700907058486,3.0389700907058486,2.3,0.2,0.25,0.8
99,1295.5,4.428341736497043e+30,5.28,8528.0,3.9153911150000003,2.682814,0.0493446224766352,2.098299619,22.04223837915651,11.147323751722743,11.147323751722743,2.3,0.2,0.25,0.8
100,260.641,2.041500414245689e+30,1.59,5906.8,3.007162927,8.76905,0.0839557798933297,1.87429174,21.21769115643184,6.609601756096036,6.609601756096036,2.3,0.2,0.25,0.8
101,489.876,1.829337081042207e+30,0.88,5477.0,0.0105,2.5904434,0.0359046955606166,0.146,12.209535302100116,2.298343994882497,2.298343994882497,2.3,0.2,0.25,0.8
102,968.722,1.6702642913863629e+30,0.8,5261.0,0.0233,18.5525701,0.1294200958971269,0.235,10.457689520946584,4.195096008266361,4.195096008266361,2.3,0.2,0.25,0.8
103,280.629,2.1474826603538956e+30,1.08,5975.0,0.00819,23.12748644,0.1630044433112375,0.127,12.586124031847076,5.509051469260238,5.509051469260238,2.3,0.2,0.25,0.8
104,90.7402,1.6084338910930585e+30,0.88,5272.71,0.024530869000000004,10.6952858,0.088517351951855,0.240581197,10.505219180197448,3.8826855475432995,3.8826855475432995,2.3,0.2,0.25,0.8
105,338.522,1.749800686214285e+30,0.85,5431.0,0.0163,9.59070716,0.0846643435747779,0.19,11.191697159590888,3.4989139818135278,3.4989139818135278,2.3,0.2,0.25,0.8
106,1278.97,2.0480621668189925e+30,1.85,5877.0,0.0359,6.562331,0.069282528771982,0.302,9.756546304918142,6.344307864665775,6.344307864665775,2.3,0.2,0.25,0.8
107,471.158,1.9685257719910705e+30,1.11,5715.0,0.613,4.2986432,0.0515709618987244,1.26,9.570506701234208,3.669590179341299,3.669590179341299,2.3,0.2,0.25,0.8
108,81.7647,2.2469031538887973e+30,1.11,5302.0,2.192,3.21222,0.0443815266148704,1.15,41.082836061791255,3.16003323493515,3.16003323493515,2.3,0.2,0.25,0.8
110,270.518,1.5157250762357103e+30,0.9,4992.1,0.108975757,3.2588539,0.0392960729152945,0.579547789,8.042053080840995,2.829283887849034,2.829283887849034,2.3,0.2,0.25,0.8
111,835.86,1.9287575745771092e+30,1.03,5806.0,0.019000000000000003,20.342199,0.1443760242304037,0.208,10.885352025860618,5.261381212992539,5.261381212992539,2.3,0.2,0.25,0.8
112,764.85,2.5215522672789656e+30,1.41,6349.0,0.17592383,5.4588359,0.0656732379881393,0.766634381,7.419312002743537,4.399381847765477,4.399381847765477,2.3,0.2,0.25,0.8
113,894.68,1.815895430316288e+30,1.44,5674.0,0.35174387400000007,4.253182,0.0498431332619228,1.157206022,6.510595592260406,4.734655274059296,4.734655274059296,2.3,0.2,0.25,0.8
114,66.3631,2.7363005333143553e+30,1.58365,6603.0,0.045267709999999996,1.4415044,0.0277777879628603,0.342093629,9.587692574088583,3.0207584922072805,3.0207584922072805,2.3,0.2,0.25,0.8
115,486.105,1.7696847849212654e+30,0.86,5403.0,0.0277,8.6893073,0.079571829052778,0.26,10.156606353392474,3.4392844684996824,3.4392844684996824,2.3,0.2,0.25,0.8
116,797.72,2.4457441409586023e+30,1.47,6115.0,0.0317,19.747412,0.1532078658590158,0.281,9.950895599016322,6.862959630622964,6.862959630622964,2.3,0.2,0.25,0.8
117,553.077,2.4457441409586023e+30,1.29,6310.0,0.0283,9.94067247,0.0969508113861142,0.263,10.141226578019356,4.798467260862233,4.798467260862233,2.3,0.2,0.25,0.8
118,866.835,2.237085380152226e+30,1.86,6120.1,0.34614292399999996,4.42477,0.0548597384147126,1.147677948,6.513747679027526,5.686946707784721,5.686946707784721,2.3,0.2,0.25,0.8
119,845.97,2.1474826603538956e+30,1.15,5886.0,0.0106,9.024389,0.0870413646335408,0.147,12.158688807773656,4.293046073214259,4.293046073214259,2.3,0.2,0.25,0.8
120,521.054,1.908873475870129e+30,0.97,5644.0,0.0334,67.093408,0.318798459181545,0.29,9.843873371027128,7.4706445385232545,7.4706445385232545,2.3,0.2,0.25,0.8
121,515.356,2.2443679313036572e+30,1.46,6125.96,0.243843174,2.1811914,0.0342709608834024,0.9332338280000001,6.939772035665309,3.53981417101378,3.53981417101378,2.3,0.2,0.25,0.8
122,406.497,1.619957521657702e+30,1.02,5295.0,0.31272571200000004,3.8960447,0.0452567026009147,1.083755989,6.599577244987006,3.460427436216611,3.460427436216611,2.3,0.2,0.25,0.8
123,841.958,1.7280077140314343e+30,1.27966,5504.0,0.318843459,1.7025777,0.0266288410146468,1.09568372,6.58298160800204,3.188650478125589,3.188650478125589,2.3,0.2,0.25,0.8
124,85.799,1.6695882320303255e+30,0.8405760000000001,5391.0,0.024125394,10.7788277,0.0900913766882913,0.23799009599999998,10.557769927126738,3.675742958526632,3.675742958526632,2.3,0.2,0.25,0.8
125,263.609,1.4515392056095773e+30,0.72,4546.0,0.24300000000000005,3.1316666,0.0377222163430164,0.7999999999999999,9.41113161360038,2.364504620442596,2.364504620442596,2.3,0.2,0.25,0.8
126,57.7911,6.561752573303569e+29,0.31,3430.0,0.017100000000000004,35.189346,0.145239477562965,0.19599999999999998,11.03314980846914,2.837919900130704,2.837919900130704,2.3,0.2,0.25,0.8
127,225.643,2.2979804324423536e+30,2.68,6169.1,0.19492010200000004,7.2468703,0.0769097700934054,0.813809946,7.295015026326035,9.28857902645139,9.28857902645139,2.3,0.2,0.25,0.8
128,1904.54,2.366207746130681e+30,1.28,6202.0,0.019700000000000002,24.3347127,0.1741696064060355,0.212,10.864507691352308,6.460584169327142,6.460584169327142,2.3,0.2,0.25,0.8
129,973.368,1.8492211797491877e+30,0.91,5550.0,0.0269,33.8786838,0.2000251341144256,0.255,10.25386195937581,5.6302775677561865,5.6302775677561865,2.3,0.2,0.25,0.8
130,194.791,2.040605629803875e+30,1.15648,5905.0,0.032579078,27.9992323,0.1820187752979828,0.285333651,9.918553721628754,6.477726424772631,6.477726424772631,2.3,0.2,0.25,0.8
131,100.248,1.3348858258658216e+30,0.649613,4310.0,0.041629209000000014,16.3469682,0.1103753086573845,0.325817546,9.719966534112908,3.590764651909002,3.590764651909002,2.3,0.2,0.25,0.8
132,962.63,2.0878303642329532e+30,0.96,5568.0,0.019700000000000002,4.88752985,0.0572921714185869,0.212,10.864507691352308,2.977211937204871,2.977211937204871,2.3,0.2,0.25,0.8
133,263.386,2.0480621668189925e+30,1.18,5920.0,0.12206619300000002,8.5145626,0.0824116011766202,0.620597017,7.855821012874587,4.563845920772765,4.563845920772765,2.3,0.2,0.25,0.8
134,665.912,1.94864167328409e+30,0.94,5678.0,0.00993,10.222157,0.0915678374491729,0.142,12.206414322463846,3.7861046392807927,3.7861046392807927,2.3,0.2,0.25,0.8
135,161.498,3.420064977600648e+30,2.59,6272.0,1.017,3.308958,0.0520726348413193,1.545,10.560379680666806,6.261327864217322,6.261327864217322,2.3,0.2,0.25,0.8
136,961.405,1.9685257719910705e+30,0.98,5734.0,0.029299999999999996,55.63934,0.2842970014545802,0.269,10.03641492863794,7.002035674167685,7.002035674167685,2.3,0.2,0.25,0.8
137,461.605,2.3351388419010236e+30,0.87,6199.0,0.258344262,4.9873145,0.0602718448585511,0.9671441369999999,6.84592222082649,2.8458963418632073,2.8458963418632073,2.3,0.2,0.25,0.8
138,452.15,1.5408320655325277e+30,0.97,5086.8,2.2669148139999997,2.0449545,0.0289605372371118,1.6917149249999999,19.633439398335625,2.8760064063434196,2.8760064063434196,2.3,0.2,0.25,0.8
139,446.453,2.157424709707385e+30,1.14,6056.0,0.11292377,1.6117444,0.0276444789130277,0.59192804,7.988460455289027,2.5016448854113307,2.5016448854113307,2.3,0.2,0.25,0.8
140,411.532,1.5491038505946315e+30,8.4,5118.0,0.39484994000000007,6.98301,0.0657891636822608,1.216899228,6.609040185928426,34.489269339122814,34.489269339122814,2.3,0.2,0.25,0.8
141,70.9325,1.0474943198837332e+30,0.45,3617.0,0.100963369,7.699087,0.0616276757540774,0.5544224,8.141376594692508,2.245048104952153,2.245048104952153,2.3,0.2,0.25,0.8
142,344.05,2.6048169306144467e+30,1.39,6065.0,2.147,5.00542,0.0626647554817102,1.0899999999999999,44.79139577080398,4.264084493528077,4.264084493528077,2.3,0.2,0.25,0.8
143,281.184,3.0427642046356927e+30,1.95,7014.0,0.213098889,18.8238,0.1595854813995023,0.858781028,7.161959319343743,8.53812387415884,8.53812387415884,2.3,0.2,0.25,0.8
144,632.543,2.6677003927752726e+30,0.99,6511.0,0.209986987,9.5680636,0.0972808743059201,0.851082737,7.185621983704684,3.759763920498174,3.759763920498174,2.3,0.2,0.25,0.8
